Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade
01,Stockholm,0114,Upplands Väsby,18-29,6526,247,133,"0,037849","0,020380"
01,Stockholm,0114,Upplands Väsby,30-39,7140,382,236,"0,053501","0,033053"
01,Stockholm,0114,Upplands Väsby,40-49,6771,480,295,"0,070891","0,043568"
01,Stockholm,0114,Upplands Väsby,50-59,5994,621,370,"0,103604","0,061728"
01,Stockholm,0114,Upplands Väsby,60-69,4098,1884,269,"0,459736","0,065642"
01,Stockholm,0114,Upplands Väsby,70-79,3951,2781,392,"0,703872","0,099215"
01,Stockholm,0114,Upplands Väsby,80-89,1611,1428,872,"0,886406","0,541279"
01,Stockholm,0114,Upplands Väsby,90 eller äldre,271,248,196,"0,915129","0,723247"
01,Stockholm,0115,Vallentuna,18-29,4198,197,105,"0,046927","0,025012"
01,Stockholm,0115,Vallentuna,30-39,4197,259,117,"0,061711","0,027877"
01,Stockholm,0115,Vallentuna,40-49,5329,408,212,"0,076562","0,039782"
01,Stockholm,0115,Vallentuna,50-59,4714,504,254,"0,106916","0,053882"
01,Stockholm,0115,Vallentuna,60-69,3020,1339,192,"0,443377","0,063576"
01,Stockholm,0115,Vallentuna,70-79,2666,1957,172,"0,734059","0,064516"
01,Stockholm,0115,Vallentuna,80-89,1184,1083,419,"0,914696","0,353885"
01,Stockholm,0115,Vallentuna,90 eller äldre,194,171,114,"0,881443","0,587629"
01,Stockholm,0117,Österåker,18-29,5697,308,172,"0,054064","0,030191"
01,Stockholm,0117,Österåker,30-39,5533,365,215,"0,065968","0,038858"
01,Stockholm,0117,Österåker,40-49,6795,514,292,"0,075644","0,042973"
01,Stockholm,0117,Österåker,50-59,6637,699,377,"0,105319","0,056803"
01,Stockholm,0117,Österåker,60-69,4334,2155,265,"0,497231","0,061144"
01,Stockholm,0117,Österåker,70-79,4525,3316,313,"0,732818","0,069171"
01,Stockholm,0117,Österåker,80-89,1678,1341,509,"0,799166","0,303337"
01,Stockholm,0117,Österåker,90 eller äldre,313,285,222,"0,910543","0,709265"
01,Stockholm,0120,Värmdö,18-29,5507,240,120,"0,043581","0,021790"
01,Stockholm,0120,Värmdö,30-39,5396,277,146,"0,051334","0,027057"
01,Stockholm,0120,Värmdö,40-49,6828,427,227,"0,062537","0,033245"
01,Stockholm,0120,Värmdö,50-59,6564,578,287,"0,088056","0,043723"
01,Stockholm,0120,Värmdö,60-69,4559,2010,256,"0,440886","0,056153"
01,Stockholm,0120,Värmdö,70-79,4201,2306,311,"0,548917","0,074030"
01,Stockholm,0120,Värmdö,80-89,1354,1239,597,"0,915066","0,440916"
01,Stockholm,0120,Värmdö,90 eller äldre,235,212,169,"0,902128","0,719149"
01,Stockholm,0123,Järfälla,18-29,12187,418,197,"0,034299","0,016165"
01,Stockholm,0123,Järfälla,30-39,12229,536,295,"0,043830","0,024123"
01,Stockholm,0123,Järfälla,40-49,11281,783,443,"0,069409","0,039270"
01,Stockholm,0123,Järfälla,50-59,9704,1041,536,"0,107275","0,055235"
01,Stockholm,0123,Järfälla,60-69,7069,3431,405,"0,485359","0,057292"
01,Stockholm,0123,Järfälla,70-79,6435,4475,501,"0,695416","0,077855"
01,Stockholm,0123,Järfälla,80-89,3010,2609,986,"0,866777","0,327575"
01,Stockholm,0123,Järfälla,90 eller äldre,581,490,365,"0,843373","0,628227"
01,Stockholm,0125,Ekerö,18-29,2847,119,74,"0,041798","0,025992"
01,Stockholm,0125,Ekerö,30-39,3101,164,93,"0,052886","0,029990"
01,Stockholm,0125,Ekerö,40-49,4591,265,161,"0,057722","0,035069"
01,Stockholm,0125,Ekerö,50-59,4182,430,233,"0,102822","0,055715"
01,Stockholm,0125,Ekerö,60-69,2687,1325,190,"0,493115","0,070711"
01,Stockholm,0125,Ekerö,70-79,2586,1800,300,"0,696056","0,116009"
01,Stockholm,0125,Ekerö,80-89,1041,960,479,"0,922190","0,460134"
01,Stockholm,0125,Ekerö,90 eller äldre,165,155,122,"0,939394","0,739394"
01,Stockholm,0126,Huddinge,18-29,16795,564,299,"0,033581","0,017803"
01,Stockholm,0126,Huddinge,30-39,16516,812,418,"0,049164","0,025309"
01,Stockholm,0126,Huddinge,40-49,16929,1103,595,"0,065154","0,035147"
01,Stockholm,0126,Huddinge,50-59,14582,1391,751,"0,095392","0,051502"
01,Stockholm,0126,Huddinge,60-69,9481,3818,575,"0,402700","0,060648"
01,Stockholm,0126,Huddinge,70-79,7459,5439,759,"0,729186","0,101756"
01,Stockholm,0126,Huddinge,80-89,3050,2692,1556,"0,882623","0,510164"
01,Stockholm,0126,Huddinge,90 eller äldre,584,496,424,"0,849315","0,726027"
01,Stockholm,0127,Botkyrka,18-29,14900,501,270,"0,033624","0,018121"
01,Stockholm,0127,Botkyrka,30-39,13704,641,340,"0,046775","0,024810"
01,Stockholm,0127,Botkyrka,40-49,13826,1004,617,"0,072617","0,044626"
01,Stockholm,0127,Botkyrka,50-59,11802,1152,671,"0,097611","0,056855"
01,Stockholm,0127,Botkyrka,60-69,8304,2702,543,"0,325385","0,065390"
01,Stockholm,0127,Botkyrka,70-79,6578,4607,1527,"0,700365","0,232137"
01,Stockholm,0127,Botkyrka,80-89,2502,2131,1793,"0,851719","0,716627"
01,Stockholm,0127,Botkyrka,90 eller äldre,430,357,314,"0,830233","0,730233"
01,Stockholm,0128,Salem,18-29,2156,92,56,"0,042672","0,025974"
01,Stockholm,0128,Salem,30-39,2048,142,86,"0,069336","0,041992"
01,Stockholm,0128,Salem,40-49,2455,207,139,"0,084318","0,056619"
01,Stockholm,0128,Salem,50-59,2234,227,149,"0,101611","0,066697"
01,Stockholm,0128,Salem,60-69,1307,560,93,"0,428462","0,071155"
01,Stockholm,0128,Salem,70-79,1505,1144,361,"0,760133","0,239867"
01,Stockholm,0128,Salem,80-89,719,682,643,"0,948540","0,894298"
01,Stockholm,0128,Salem,90 eller äldre,127,109,100,"0,858268","0,787402"
01,Stockholm,0136,Haninge,18-29,14424,505,284,"0,035011","0,019689"
01,Stockholm,0136,Haninge,30-39,14165,721,392,"0,050900","0,027674"
01,Stockholm,0136,Haninge,40-49,13209,890,501,"0,067378","0,037929"
01,Stockholm,0136,Haninge,50-59,11462,1181,658,"0,103036","0,057407"
01,Stockholm,0136,Haninge,60-69,7723,3504,484,"0,453710","0,062670"
01,Stockholm,0136,Haninge,70-79,7332,5447,764,"0,742908","0,104201"
01,Stockholm,0136,Haninge,80-89,2721,2326,1177,"0,854833","0,432562"
01,Stockholm,0136,Haninge,90 eller äldre,408,350,306,"0,857843","0,750000"
01,Stockholm,0138,Tyresö,18-29,6401,264,145,"0,041244","0,022653"
01,Stockholm,0138,Tyresö,30-39,5863,354,222,"0,060379","0,037865"
01,Stockholm,0138,Tyresö,40-49,7180,514,305,"0,071588","0,042479"
01,Stockholm,0138,Tyresö,50-59,7041,677,364,"0,096151","0,051697"
01,Stockholm,0138,Tyresö,60-69,4156,1937,207,"0,466073","0,049808"
01,Stockholm,0138,Tyresö,70-79,4049,2958,342,"0,730551","0,084465"
01,Stockholm,0138,Tyresö,80-89,1919,1641,780,"0,855133","0,406462"
01,Stockholm,0138,Tyresö,90 eller äldre,342,290,209,"0,847953","0,611111"
01,Stockholm,0139,Upplands-Bro,18-29,4364,146,87,"0,033456","0,019936"
01,Stockholm,0139,Upplands-Bro,30-39,4422,229,134,"0,051787","0,030303"
01,Stockholm,0139,Upplands-Bro,40-49,4256,311,185,"0,073073","0,043468"
01,Stockholm,0139,Upplands-Bro,50-59,3590,376,239,"0,104735","0,066574"
01,Stockholm,0139,Upplands-Bro,60-69,2601,1094,186,"0,420607","0,071511"
01,Stockholm,0139,Upplands-Bro,70-79,2458,1739,180,"0,707486","0,073230"
01,Stockholm,0139,Upplands-Bro,80-89,816,713,287,"0,873775","0,351716"
01,Stockholm,0139,Upplands-Bro,90 eller äldre,159,140,98,"0,880503","0,616352"
01,Stockholm,0140,Nykvarn,18-29,1290,42,27,"0,032558","0,020930"
01,Stockholm,0140,Nykvarn,30-39,1385,86,57,"0,062094","0,041155"
01,Stockholm,0140,Nykvarn,40-49,1674,122,77,"0,072879","0,045998"
01,Stockholm,0140,Nykvarn,50-59,1589,146,93,"0,091882","0,058527"
01,Stockholm,0140,Nykvarn,60-69,980,481,52,"0,490816","0,053061"
01,Stockholm,0140,Nykvarn,70-79,1030,704,98,"0,683495","0,095146"
01,Stockholm,0140,Nykvarn,80-89,367,314,134,"0,855586","0,365123"
01,Stockholm,0140,Nykvarn,90 eller äldre,39,34,22,"0,871795","0,564103"
01,Stockholm,0160,Täby,18-29,9136,334,159,"0,036559","0,017404"
01,Stockholm,0160,Täby,30-39,8041,410,177,"0,050989","0,022012"
01,Stockholm,0160,Täby,40-49,10723,546,277,"0,050919","0,025832"
01,Stockholm,0160,Täby,50-59,10098,891,385,"0,088235","0,038126"
01,Stockholm,0160,Täby,60-69,6444,3193,365,"0,495500","0,056642"
01,Stockholm,0160,Täby,70-79,6930,5142,547,"0,741991","0,078932"
01,Stockholm,0160,Täby,80-89,3206,2847,1124,"0,888022","0,350593"
01,Stockholm,0160,Täby,90 eller äldre,709,639,466,"0,901269","0,657264"
01,Stockholm,0162,Danderyd,18-29,4135,105,49,"0,025393","0,011850"
01,Stockholm,0162,Danderyd,30-39,2981,130,66,"0,043610","0,022140"
01,Stockholm,0162,Danderyd,40-49,4625,228,98,"0,049297","0,021189"
01,Stockholm,0162,Danderyd,50-59,4663,367,128,"0,078705","0,027450"
01,Stockholm,0162,Danderyd,60-69,2982,1564,116,"0,524480","0,038900"
01,Stockholm,0162,Danderyd,70-79,3091,2363,312,"0,764478","0,100938"
01,Stockholm,0162,Danderyd,80-89,1630,1499,830,"0,919632","0,509202"
01,Stockholm,0162,Danderyd,90 eller äldre,473,427,296,"0,902748","0,625793"
01,Stockholm,0163,Sollentuna,18-29,9746,308,142,"0,031603","0,014570"
01,Stockholm,0163,Sollentuna,30-39,9728,468,239,"0,048109","0,024568"
01,Stockholm,0163,Sollentuna,40-49,10998,608,312,"0,055283","0,028369"
01,Stockholm,0163,Sollentuna,50-59,10078,901,375,"0,089403","0,037210"
01,Stockholm,0163,Sollentuna,60-69,6552,3476,324,"0,530525","0,049451"
01,Stockholm,0163,Sollentuna,70-79,5686,4117,476,"0,724059","0,083714"
01,Stockholm,0163,Sollentuna,80-89,2505,2198,1042,"0,877445","0,415968"
01,Stockholm,0163,Sollentuna,90 eller äldre,533,478,368,"0,896811","0,690432"
01,Stockholm,0180,Stockholm,18-29,156305,5049,2349,"0,032302","0,015028"
01,Stockholm,0180,Stockholm,30-39,174786,7518,3469,"0,043013","0,019847"
01,Stockholm,0180,Stockholm,40-49,134008,7433,3723,"0,055467","0,027782"
01,Stockholm,0180,Stockholm,50-59,118592,10944,5097,"0,092283","0,042979"
01,Stockholm,0180,Stockholm,60-69,92941,42192,5170,"0,453965","0,055627"
01,Stockholm,0180,Stockholm,70-79,69700,49369,7802,"0,708307","0,111937"
01,Stockholm,0180,Stockholm,80-89,27504,23713,13241,"0,862166","0,481421"
01,Stockholm,0180,Stockholm,90 eller äldre,7821,6819,5180,"0,871883","0,662319"
01,Stockholm,0181,Södertälje,18-29,15580,560,374,"0,035944","0,024005"
01,Stockholm,0181,Södertälje,30-39,14599,659,424,"0,045140","0,029043"
01,Stockholm,0181,Södertälje,40-49,13320,849,573,"0,063739","0,043018"
01,Stockholm,0181,Södertälje,50-59,13193,1158,781,"0,087774","0,059198"
01,Stockholm,0181,Södertälje,60-69,9471,2964,576,"0,312955","0,060817"
01,Stockholm,0181,Södertälje,70-79,7520,4964,721,"0,660106","0,095878"
01,Stockholm,0181,Södertälje,80-89,3508,3004,1516,"0,856328","0,432155"
01,Stockholm,0181,Södertälje,90 eller äldre,647,548,391,"0,846986","0,604328"
01,Stockholm,0182,Nacka,18-29,13444,473,246,"0,035183","0,018298"
01,Stockholm,0182,Nacka,30-39,13959,589,271,"0,042195","0,019414"
01,Stockholm,0182,Nacka,40-49,16134,849,397,"0,052622","0,024606"
01,Stockholm,0182,Nacka,50-59,14024,1172,541,"0,083571","0,038577"
01,Stockholm,0182,Nacka,60-69,9472,4030,579,"0,425465","0,061128"
01,Stockholm,0182,Nacka,70-79,8690,6206,811,"0,714154","0,093326"
01,Stockholm,0182,Nacka,80-89,3445,3091,1590,"0,897242","0,461538"
01,Stockholm,0182,Nacka,90 eller äldre,800,698,527,"0,872500","0,658750"
01,Stockholm,0183,Sundbyberg,18-29,9154,302,138,"0,032991","0,015075"
01,Stockholm,0183,Sundbyberg,30-39,11113,411,188,"0,036984","0,016917"
01,Stockholm,0183,Sundbyberg,40-49,7093,453,229,"0,063866","0,032285"
01,Stockholm,0183,Sundbyberg,50-59,5733,519,256,"0,090529","0,044654"
01,Stockholm,0183,Sundbyberg,60-69,4512,2026,243,"0,449025","0,053856"
01,Stockholm,0183,Sundbyberg,70-79,3178,2241,272,"0,705160","0,085588"
01,Stockholm,0183,Sundbyberg,80-89,1128,971,476,"0,860816","0,421986"
01,Stockholm,0183,Sundbyberg,90 eller äldre,299,258,188,"0,862876","0,628763"
01,Stockholm,0184,Solna,18-29,14819,540,225,"0,036440","0,015183"
01,Stockholm,0184,Solna,30-39,17816,633,276,"0,035530","0,015492"
01,Stockholm,0184,Solna,40-49,10588,575,285,"0,054307","0,026917"
01,Stockholm,0184,Solna,50-59,8867,866,374,"0,097666","0,042179"
01,Stockholm,0184,Solna,60-69,7151,3395,369,"0,474759","0,051601"
01,Stockholm,0184,Solna,70-79,6100,4195,474,"0,687705","0,077705"
01,Stockholm,0184,Solna,80-89,2560,2124,1076,"0,829688","0,420313"
01,Stockholm,0184,Solna,90 eller äldre,673,596,446,"0,885587","0,662704"
01,Stockholm,0186,Lidingö,18-29,5861,184,86,"0,031394","0,014673"
01,Stockholm,0186,Lidingö,30-39,5300,266,113,"0,050189","0,021321"
01,Stockholm,0186,Lidingö,40-49,6922,368,168,"0,053164","0,024270"
01,Stockholm,0186,Lidingö,50-59,6236,549,216,"0,088037","0,034638"
01,Stockholm,0186,Lidingö,60-69,4719,2587,258,"0,548209","0,054673"
01,Stockholm,0186,Lidingö,70-79,4773,3695,359,"0,774146","0,075215"
01,Stockholm,0186,Lidingö,80-89,2203,1919,713,"0,871085","0,323650"
01,Stockholm,0186,Lidingö,90 eller äldre,646,588,457,"0,910217","0,707430"
01,Stockholm,0187,Vaxholm,18-29,1244,49,36,"0,039389","0,028939"
01,Stockholm,0187,Vaxholm,30-39,1049,52,23,"0,049571","0,021926"
01,Stockholm,0187,Vaxholm,40-49,1737,101,46,"0,058146","0,026482"
01,Stockholm,0187,Vaxholm,50-59,1807,212,83,"0,117322","0,045932"
01,Stockholm,0187,Vaxholm,60-69,1322,665,84,"0,503026","0,063540"
01,Stockholm,0187,Vaxholm,70-79,1425,1028,89,"0,721404","0,062456"
01,Stockholm,0187,Vaxholm,80-89,417,369,147,"0,884892","0,352518"
01,Stockholm,0187,Vaxholm,90 eller äldre,103,99,73,"0,961165","0,708738"
01,Stockholm,0188,Norrtälje,18-29,7843,611,428,"0,077904","0,054571"
01,Stockholm,0188,Norrtälje,30-39,7230,657,460,"0,090871","0,063624"
01,Stockholm,0188,Norrtälje,40-49,6822,816,572,"0,119613","0,083846"
01,Stockholm,0188,Norrtälje,50-59,8688,1411,848,"0,162408","0,097606"
01,Stockholm,0188,Norrtälje,60-69,8407,5039,660,"0,599381","0,078506"
01,Stockholm,0188,Norrtälje,70-79,8764,6798,782,"0,775673","0,089229"
01,Stockholm,0188,Norrtälje,80-89,3493,3255,1699,"0,931864","0,486401"
01,Stockholm,0188,Norrtälje,90 eller äldre,756,685,544,"0,906085","0,719577"
01,Stockholm,0191,Sigtuna,18-29,7265,230,107,"0,031659","0,014728"
01,Stockholm,0191,Sigtuna,30-39,7371,287,163,"0,038936","0,022114"
01,Stockholm,0191,Sigtuna,40-49,6936,382,215,"0,055075","0,030998"
01,Stockholm,0191,Sigtuna,50-59,6466,539,270,"0,083359","0,041757"
01,Stockholm,0191,Sigtuna,60-69,4192,1882,218,"0,448950","0,052004"
01,Stockholm,0191,Sigtuna,70-79,3375,2457,294,"0,728000","0,087111"
01,Stockholm,0191,Sigtuna,80-89,1637,1443,679,"0,881491","0,414783"
01,Stockholm,0191,Sigtuna,90 eller äldre,222,201,163,"0,905405","0,734234"
01,Stockholm,0192,Nynäshamn,18-29,3631,169,110,"0,046544","0,030295"
01,Stockholm,0192,Nynäshamn,30-39,3620,244,160,"0,067403","0,044199"
01,Stockholm,0192,Nynäshamn,40-49,3605,337,227,"0,093481","0,062968"
01,Stockholm,0192,Nynäshamn,50-59,3954,445,282,"0,112544","0,071320"
01,Stockholm,0192,Nynäshamn,60-69,3156,1384,204,"0,438530","0,064639"
01,Stockholm,0192,Nynäshamn,70-79,3296,2307,230,"0,699939","0,069782"
01,Stockholm,0192,Nynäshamn,80-89,1297,1159,615,"0,893601","0,474171"
01,Stockholm,0192,Nynäshamn,90 eller äldre,225,212,176,"0,942222","0,782222"
03,Uppsala,0305,Håbo,18-29,2768,104,58,"0,037572","0,020954"
03,Uppsala,0305,Håbo,30-39,2636,137,87,"0,051973","0,033005"
03,Uppsala,0305,Håbo,40-49,3230,203,131,"0,062848","0,040557"
03,Uppsala,0305,Håbo,50-59,3125,236,160,"0,075520","0,051200"
03,Uppsala,0305,Håbo,60-69,1971,401,124,"0,203450","0,062912"
03,Uppsala,0305,Håbo,70-79,2156,1935,314,"0,897495","0,145640"
03,Uppsala,0305,Håbo,80-89,698,656,492,"0,939828","0,704871"
03,Uppsala,0305,Håbo,90 eller äldre,104,90,74,"0,865385","0,711538"
03,Uppsala,0319,Älvkarleby,18-29,1135,79,42,"0,069604","0,037004"
03,Uppsala,0319,Älvkarleby,30-39,1026,92,62,"0,089669","0,060429"
03,Uppsala,0319,Älvkarleby,40-49,1109,103,66,"0,092876","0,059513"
03,Uppsala,0319,Älvkarleby,50-59,1307,157,107,"0,120122","0,081867"
03,Uppsala,0319,Älvkarleby,60-69,1211,643,122,"0,530966","0,100743"
03,Uppsala,0319,Älvkarleby,70-79,1139,1025,164,"0,899912","0,143986"
03,Uppsala,0319,Älvkarleby,80-89,465,421,341,"0,905376","0,733333"
03,Uppsala,0319,Älvkarleby,90 eller äldre,106,92,86,"0,867925","0,811321"
03,Uppsala,0330,Knivsta,18-29,2347,89,50,"0,037921","0,021304"
03,Uppsala,0330,Knivsta,30-39,2728,145,88,"0,053152","0,032258"
03,Uppsala,0330,Knivsta,40-49,2983,185,94,"0,062018","0,031512"
03,Uppsala,0330,Knivsta,50-59,2250,205,109,"0,091111","0,048444"
03,Uppsala,0330,Knivsta,60-69,1510,533,76,"0,352980","0,050331"
03,Uppsala,0330,Knivsta,70-79,1358,1245,187,"0,916789","0,137703"
03,Uppsala,0330,Knivsta,80-89,462,430,318,"0,930736","0,688312"
03,Uppsala,0330,Knivsta,90 eller äldre,91,88,83,"0,967033","0,912088"
03,Uppsala,0331,Heby,18-29,1837,89,48,"0,048449","0,026130"
03,Uppsala,0331,Heby,30-39,1649,123,75,"0,074591","0,045482"
03,Uppsala,0331,Heby,40-49,1485,114,73,"0,076768","0,049158"
03,Uppsala,0331,Heby,50-59,1891,226,144,"0,119513","0,076150"
03,Uppsala,0331,Heby,60-69,1853,419,165,"0,226120","0,089045"
03,Uppsala,0331,Heby,70-79,1663,1513,241,"0,909802","0,144919"
03,Uppsala,0331,Heby,80-89,754,706,575,"0,936340","0,762599"
03,Uppsala,0331,Heby,90 eller äldre,163,146,135,"0,895706","0,828221"
03,Uppsala,0360,Tierp,18-29,2775,179,98,"0,064505","0,035315"
03,Uppsala,0360,Tierp,30-39,2468,203,126,"0,082253","0,051053"
03,Uppsala,0360,Tierp,40-49,2416,225,148,"0,093129","0,061258"
03,Uppsala,0360,Tierp,50-59,2846,282,214,"0,099086","0,075193"
03,Uppsala,0360,Tierp,60-69,2576,395,194,"0,153339","0,075311"
03,Uppsala,0360,Tierp,70-79,2462,2001,320,"0,812754","0,129976"
03,Uppsala,0360,Tierp,80-89,1099,1030,823,"0,937216","0,748863"
03,Uppsala,0360,Tierp,90 eller äldre,271,238,221,"0,878229","0,815498"
03,Uppsala,0380,Uppsala,18-29,47744,2323,1014,"0,048655","0,021238"
03,Uppsala,0380,Uppsala,30-39,34673,2451,1105,"0,070689","0,031869"
03,Uppsala,0380,Uppsala,40-49,28092,2543,1149,"0,090524","0,040901"
03,Uppsala,0380,Uppsala,50-59,25348,2814,1360,"0,111015","0,053653"
03,Uppsala,0380,Uppsala,60-69,21607,6541,1513,"0,302726","0,070024"
03,Uppsala,0380,Uppsala,70-79,19169,15891,2642,"0,828995","0,137827"
03,Uppsala,0380,Uppsala,80-89,7728,7219,4989,"0,934136","0,645575"
03,Uppsala,0380,Uppsala,90 eller äldre,1877,1733,1572,"0,923282","0,837507"
03,Uppsala,0381,Enköping,18-29,6351,318,147,"0,050071","0,023146"
03,Uppsala,0381,Enköping,30-39,5851,356,206,"0,060844","0,035208"
03,Uppsala,0381,Enköping,40-49,5519,439,239,"0,079543","0,043305"
03,Uppsala,0381,Enköping,50-59,6057,620,385,"0,102361","0,063563"
03,Uppsala,0381,Enköping,60-69,5011,2156,420,"0,430253","0,083816"
03,Uppsala,0381,Enköping,70-79,4729,4348,790,"0,919433","0,167054"
03,Uppsala,0381,Enköping,80-89,2035,1886,1473,"0,926781","0,723833"
03,Uppsala,0381,Enköping,90 eller äldre,432,390,360,"0,902778","0,833333"
03,Uppsala,0382,Östhammar,18-29,2626,149,114,"0,056740","0,043412"
03,Uppsala,0382,Östhammar,30-39,2407,207,146,"0,085999","0,060656"
03,Uppsala,0382,Östhammar,40-49,2366,196,153,"0,082840","0,064666"
03,Uppsala,0382,Östhammar,50-59,2909,329,248,"0,113097","0,085253"
03,Uppsala,0382,Östhammar,60-69,3066,924,259,"0,301370","0,084475"
03,Uppsala,0382,Östhammar,70-79,3050,2658,420,"0,871475","0,137705"
03,Uppsala,0382,Östhammar,80-89,1264,1186,919,"0,938291","0,727057"
03,Uppsala,0382,Östhammar,90 eller äldre,287,257,243,"0,895470","0,846690"
04,Södermanland,0428,Vingåker,18-29,1161,79,24,"0,068045","0,020672"
04,Södermanland,0428,Vingåker,30-39,877,89,26,"0,101482","0,029647"
04,Södermanland,0428,Vingåker,40-49,1009,123,42,"0,121903","0,041625"
04,Södermanland,0428,Vingåker,50-59,1196,139,54,"0,116221","0,045151"
04,Södermanland,0428,Vingåker,60-69,1235,714,80,"0,578138","0,064777"
04,Södermanland,0428,Vingåker,70-79,1227,1110,256,"0,904645","0,208639"
04,Södermanland,0428,Vingåker,80-89,453,421,394,"0,929360","0,869757"
04,Södermanland,0428,Vingåker,90 eller äldre,84,78,74,"0,928571","0,880952"
04,Södermanland,0461,Gnesta,18-29,1279,73,29,"0,057076","0,022674"
04,Södermanland,0461,Gnesta,30-39,1317,108,45,"0,082005","0,034169"
04,Södermanland,0461,Gnesta,40-49,1479,154,58,"0,104124","0,039216"
04,Södermanland,0461,Gnesta,50-59,1458,203,90,"0,139232","0,061728"
04,Södermanland,0461,Gnesta,60-69,1379,669,114,"0,485134","0,082669"
04,Södermanland,0461,Gnesta,70-79,1412,1261,462,"0,893059","0,327195"
04,Södermanland,0461,Gnesta,80-89,491,453,391,"0,922607","0,796334"
04,Södermanland,0461,Gnesta,90 eller äldre,89,80,76,"0,898876","0,853933"
04,Södermanland,0480,Nyköping,18-29,7259,426,62,"0,058686","0,008541"
04,Södermanland,0480,Nyköping,30-39,6858,553,96,"0,080636","0,013998"
04,Södermanland,0480,Nyköping,40-49,6706,662,157,"0,098718","0,023412"
04,Södermanland,0480,Nyköping,50-59,7085,1005,248,"0,141849","0,035004"
04,Södermanland,0480,Nyköping,60-69,6542,3907,352,"0,597218","0,053806"
04,Södermanland,0480,Nyköping,70-79,6642,6150,1247,"0,925926","0,187745"
04,Södermanland,0480,Nyköping,80-89,3073,2940,2583,"0,956720","0,840547"
04,Södermanland,0480,Nyköping,90 eller äldre,672,606,564,"0,901786","0,839286"
04,Södermanland,0481,Oxelösund,18-29,1355,56,16,"0,041328","0,011808"
04,Södermanland,0481,Oxelösund,30-39,1384,89,28,"0,064306","0,020231"
04,Södermanland,0481,Oxelösund,40-49,1278,109,49,"0,085290","0,038341"
04,Södermanland,0481,Oxelösund,50-59,1466,168,78,"0,114598","0,053206"
04,Södermanland,0481,Oxelösund,60-69,1506,846,91,"0,561753","0,060425"
04,Södermanland,0481,Oxelösund,70-79,1649,1493,235,"0,905397","0,142511"
04,Södermanland,0481,Oxelösund,80-89,763,709,606,"0,929227","0,794233"
04,Södermanland,0481,Oxelösund,90 eller äldre,158,143,140,"0,905063","0,886076"
04,Södermanland,0482,Flen,18-29,1964,107,13,"0,054481","0,006619"
04,Södermanland,0482,Flen,30-39,1539,95,18,"0,061728","0,011696"
04,Södermanland,0482,Flen,40-49,1751,153,34,"0,087379","0,019417"
04,Södermanland,0482,Flen,50-59,2141,249,76,"0,116301","0,035497"
04,Södermanland,0482,Flen,60-69,2281,1123,101,"0,492328","0,044279"
04,Södermanland,0482,Flen,70-79,2278,1875,410,"0,823090","0,179982"
04,Södermanland,0482,Flen,80-89,961,906,734,"0,942768","0,763788"
04,Södermanland,0482,Flen,90 eller äldre,185,166,151,"0,897297","0,816216"
04,Södermanland,0483,Katrineholm,18-29,4809,397,102,"0,082554","0,021210"
04,Södermanland,0483,Katrineholm,30-39,4118,378,152,"0,091792","0,036911"
04,Södermanland,0483,Katrineholm,40-49,3853,447,176,"0,116013","0,045679"
04,Södermanland,0483,Katrineholm,50-59,4322,635,270,"0,146923","0,062471"
04,Södermanland,0483,Katrineholm,60-69,4101,2404,298,"0,586198","0,072665"
04,Södermanland,0483,Katrineholm,70-79,3839,3485,779,"0,907788","0,202917"
04,Södermanland,0483,Katrineholm,80-89,1698,1600,1419,"0,942285","0,835689"
04,Södermanland,0483,Katrineholm,90 eller äldre,452,411,395,"0,909292","0,873894"
04,Södermanland,0484,Eskilstuna,18-29,15631,761,199,"0,048685","0,012731"
04,Södermanland,0484,Eskilstuna,30-39,13804,1027,346,"0,074399","0,025065"
04,Södermanland,0484,Eskilstuna,40-49,12943,1144,417,"0,088388","0,032218"
04,Södermanland,0484,Eskilstuna,50-59,13666,1630,600,"0,119274","0,043905"
04,Södermanland,0484,Eskilstuna,60-69,11069,6080,646,"0,549282","0,058361"
04,Södermanland,0484,Eskilstuna,70-79,10405,9280,1688,"0,891879","0,162230"
04,Södermanland,0484,Eskilstuna,80-89,4499,4189,3556,"0,931096","0,790398"
04,Södermanland,0484,Eskilstuna,90 eller äldre,1030,918,858,"0,891262","0,833010"
04,Södermanland,0486,Strängnäs,18-29,4356,255,60,"0,058540","0,013774"
04,Södermanland,0486,Strängnäs,30-39,4396,366,136,"0,083258","0,030937"
04,Södermanland,0486,Strängnäs,40-49,4758,471,214,"0,098991","0,044977"
04,Södermanland,0486,Strängnäs,50-59,4935,606,277,"0,122796","0,056130"
04,Södermanland,0486,Strängnäs,60-69,4280,2135,292,"0,498832","0,068224"
04,Södermanland,0486,Strängnäs,70-79,4298,3835,876,"0,892275","0,203816"
04,Södermanland,0486,Strängnäs,80-89,1666,1552,1393,"0,931573","0,836134"
04,Södermanland,0486,Strängnäs,90 eller äldre,322,297,289,"0,922360","0,897516"
04,Södermanland,0488,Trosa,18-29,1614,81,56,"0,050186","0,034696"
04,Södermanland,0488,Trosa,30-39,1553,109,60,"0,070187","0,038635"
04,Södermanland,0488,Trosa,40-49,1799,157,91,"0,087271","0,050584"
