Län,Län_namn,Kommun,Kommun_namn,Ålder,Befolkning,Antal minst 1 dos,Antal färdigvaccinerade,Andel minst 1 dos,Andel färdigvaccinerade
21,Gävleborg,2184,Hudiksvall,60-69,4919,2853,519,"0,579996","0,105509"
21,Gävleborg,2184,Hudiksvall,70-79,4892,4309,1505,"0,880826","0,307645"
21,Gävleborg,2184,Hudiksvall,80-89,1976,1808,1608,"0,914980","0,813765"
21,Gävleborg,2184,Hudiksvall,90 eller äldre,408,365,318,"0,894608","0,779412"
22,Västernorrland,2260,Ånge,18-29,1123,107,31,"0,095280","0,027605"
22,Västernorrland,2260,Ånge,30-39,895,107,43,"0,119553","0,048045"
22,Västernorrland,2260,Ånge,40-49,974,128,38,"0,131417","0,039014"
22,Västernorrland,2260,Ånge,50-59,1331,205,105,"0,154020","0,078888"
22,Västernorrland,2260,Ånge,60-69,1421,763,108,"0,536946","0,076003"
22,Västernorrland,2260,Ånge,70-79,1191,1058,377,"0,888329","0,316541"
22,Västernorrland,2260,Ånge,80-89,576,536,420,"0,930556","0,729167"
22,Västernorrland,2260,Ånge,90 eller äldre,104,88,77,"0,846154","0,740385"
22,Västernorrland,2262,Timrå,18-29,2314,131,32,"0,056612","0,013829"
22,Västernorrland,2262,Timrå,30-39,1978,140,54,"0,070779","0,027300"
22,Västernorrland,2262,Timrå,40-49,2274,197,86,"0,086631","0,037819"
22,Västernorrland,2262,Timrå,50-59,2513,256,121,"0,101870","0,048150"
22,Västernorrland,2262,Timrå,60-69,2093,1180,114,"0,563784","0,054467"
22,Västernorrland,2262,Timrå,70-79,2172,1875,315,"0,863260","0,145028"
22,Västernorrland,2262,Timrå,80-89,852,768,435,"0,901408","0,510563"
22,Västernorrland,2262,Timrå,90 eller äldre,146,131,109,"0,897260","0,746575"
22,Västernorrland,2280,Härnösand,18-29,3084,230,91,"0,074578","0,029507"
22,Västernorrland,2280,Härnösand,30-39,2921,226,134,"0,077371","0,045875"
22,Västernorrland,2280,Härnösand,40-49,2816,245,153,"0,087003","0,054332"
22,Västernorrland,2280,Härnösand,50-59,3131,372,235,"0,118812","0,075056"
22,Västernorrland,2280,Härnösand,60-69,3123,1686,220,"0,539866","0,070445"
22,Västernorrland,2280,Härnösand,70-79,3306,3011,678,"0,910768","0,205082"
22,Västernorrland,2280,Härnösand,80-89,1439,1344,794,"0,933982","0,551772"
22,Västernorrland,2280,Härnösand,90 eller äldre,263,218,181,"0,828897","0,688213"
22,Västernorrland,2281,Sundsvall,18-29,13765,942,229,"0,068434","0,016636"
22,Västernorrland,2281,Sundsvall,30-39,12287,999,310,"0,081305","0,025230"
22,Västernorrland,2281,Sundsvall,40-49,12435,991,348,"0,079694","0,027986"
22,Västernorrland,2281,Sundsvall,50-59,13041,1432,524,"0,109808","0,040181"
22,Västernorrland,2281,Sundsvall,60-69,11089,7349,648,"0,662729","0,058436"
22,Västernorrland,2281,Sundsvall,70-79,10551,9216,1617,"0,873472","0,153256"
22,Västernorrland,2281,Sundsvall,80-89,4855,4382,3055,"0,902575","0,629248"
22,Västernorrland,2281,Sundsvall,90 eller äldre,940,808,747,"0,859574","0,794681"
22,Västernorrland,2282,Kramfors,18-29,2060,122,82,"0,059223","0,039806"
22,Västernorrland,2282,Kramfors,30-39,1784,135,83,"0,075673","0,046525"
22,Västernorrland,2282,Kramfors,40-49,1865,161,92,"0,086327","0,049330"
22,Västernorrland,2282,Kramfors,50-59,2579,281,188,"0,108957","0,072896"
22,Västernorrland,2282,Kramfors,60-69,2710,1425,134,"0,525830","0,049446"
22,Västernorrland,2282,Kramfors,70-79,2587,2215,241,"0,856204","0,093158"
22,Västernorrland,2282,Kramfors,80-89,1099,974,622,"0,886260","0,565969"
22,Västernorrland,2282,Kramfors,90 eller äldre,236,210,167,"0,889831","0,707627"
22,Västernorrland,2283,Sollefteå,18-29,2099,153,48,"0,072892","0,022868"
22,Västernorrland,2283,Sollefteå,30-39,1937,164,68,"0,084667","0,035106"
22,Västernorrland,2283,Sollefteå,40-49,1963,197,93,"0,100357","0,047376"
22,Västernorrland,2283,Sollefteå,50-59,2454,309,135,"0,125917","0,055012"
22,Västernorrland,2283,Sollefteå,60-69,2848,1334,223,"0,468399","0,078301"
22,Västernorrland,2283,Sollefteå,70-79,2543,2055,422,"0,808101","0,165946"
22,Västernorrland,2283,Sollefteå,80-89,1258,1033,621,"0,821145","0,493641"
22,Västernorrland,2283,Sollefteå,90 eller äldre,249,168,148,"0,674699","0,594378"
22,Västernorrland,2284,Örnsköldsvik,18-29,6715,574,229,"0,085480","0,034103"
22,Västernorrland,2284,Örnsköldsvik,30-39,6486,599,254,"0,092353","0,039161"
22,Västernorrland,2284,Örnsköldsvik,40-49,6711,655,363,"0,097601","0,054090"
22,Västernorrland,2284,Örnsköldsvik,50-59,7140,896,443,"0,125490","0,062045"
22,Västernorrland,2284,Örnsköldsvik,60-69,6938,4677,464,"0,674114","0,066878"
22,Västernorrland,2284,Örnsköldsvik,70-79,6594,5812,930,"0,881407","0,141037"
22,Västernorrland,2284,Örnsköldsvik,80-89,3038,2840,2136,"0,934826","0,703094"
22,Västernorrland,2284,Örnsköldsvik,90 eller äldre,618,559,531,"0,904531","0,859223"
23,Jämtland,2303,Ragunda,18-29,537,38,11,"0,070764","0,020484"
23,Jämtland,2303,Ragunda,30-39,582,59,21,"0,101375","0,036082"
23,Jämtland,2303,Ragunda,40-49,495,51,17,"0,103030","0,034343"
23,Jämtland,2303,Ragunda,50-59,739,97,42,"0,131258","0,056834"
23,Jämtland,2303,Ragunda,60-69,757,389,43,"0,513871","0,056803"
23,Jämtland,2303,Ragunda,70-79,706,610,117,"0,864023","0,165722"
23,Jämtland,2303,Ragunda,80-89,370,336,232,"0,908108","0,627027"
23,Jämtland,2303,Ragunda,90 eller äldre,65,59,42,"0,907692","0,646154"
23,Jämtland,2305,Bräcke,18-29,663,35,6,"0,052790","0,009050"
23,Jämtland,2305,Bräcke,30-39,579,46,9,"0,079447","0,015544"
23,Jämtland,2305,Bräcke,40-49,648,82,23,"0,126543","0,035494"
23,Jämtland,2305,Bräcke,50-59,943,124,25,"0,131495","0,026511"
23,Jämtland,2305,Bräcke,60-69,932,443,42,"0,475322","0,045064"
23,Jämtland,2305,Bräcke,70-79,894,761,155,"0,851230","0,173378"
23,Jämtland,2305,Bräcke,80-89,341,316,280,"0,926686","0,821114"
23,Jämtland,2305,Bräcke,90 eller äldre,80,73,69,"0,912500","0,862500"
23,Jämtland,2309,Krokom,18-29,1487,93,21,"0,062542","0,014122"
23,Jämtland,2309,Krokom,30-39,1750,139,31,"0,079429","0,017714"
23,Jämtland,2309,Krokom,40-49,2023,225,50,"0,111221","0,024716"
23,Jämtland,2309,Krokom,50-59,1941,228,53,"0,117465","0,027306"
23,Jämtland,2309,Krokom,60-69,1754,983,113,"0,560433","0,064424"
23,Jämtland,2309,Krokom,70-79,1686,1535,261,"0,910439","0,154804"
23,Jämtland,2309,Krokom,80-89,576,541,501,"0,939236","0,869792"
23,Jämtland,2309,Krokom,90 eller äldre,133,125,121,"0,939850","0,909774"
23,Jämtland,2313,Strömsund,18-29,1320,63,17,"0,047727","0,012879"
23,Jämtland,2313,Strömsund,30-39,1140,82,16,"0,071930","0,014035"
23,Jämtland,2313,Strömsund,40-49,1161,94,24,"0,080965","0,020672"
23,Jämtland,2313,Strömsund,50-59,1489,180,74,"0,120887","0,049698"
23,Jämtland,2313,Strömsund,60-69,1696,816,133,"0,481132","0,078420"
23,Jämtland,2313,Strömsund,70-79,1658,1432,310,"0,863691","0,186972"
23,Jämtland,2313,Strömsund,80-89,763,715,574,"0,937090","0,752294"
23,Jämtland,2313,Strömsund,90 eller äldre,154,143,140,"0,928571","0,909091"
23,Jämtland,2321,Åre,18-29,1803,63,23,"0,034942","0,012757"
23,Jämtland,2321,Åre,30-39,1821,117,30,"0,064250","0,016474"
23,Jämtland,2321,Åre,40-49,1611,109,52,"0,067660","0,032278"
23,Jämtland,2321,Åre,50-59,1480,166,77,"0,112162","0,052027"
23,Jämtland,2321,Åre,60-69,1291,635,69,"0,491867","0,053447"
23,Jämtland,2321,Åre,70-79,974,886,155,"0,909651","0,159138"
23,Jämtland,2321,Åre,80-89,410,389,310,"0,948780","0,756098"
23,Jämtland,2321,Åre,90 eller äldre,80,77,57,"0,962500","0,712500"
23,Jämtland,2326,Berg,18-29,763,46,8,"0,060288","0,010485"
23,Jämtland,2326,Berg,30-39,749,73,20,"0,097463","0,026702"
23,Jämtland,2326,Berg,40-49,680,62,18,"0,091176","0,026471"
23,Jämtland,2326,Berg,50-59,951,129,46,"0,135647","0,048370"
23,Jämtland,2326,Berg,60-69,1012,565,83,"0,558300","0,082016"
23,Jämtland,2326,Berg,70-79,1009,883,152,"0,875124","0,150644"
23,Jämtland,2326,Berg,80-89,464,424,328,"0,913793","0,706897"
23,Jämtland,2326,Berg,90 eller äldre,99,84,81,"0,848485","0,818182"
23,Jämtland,2361,Härjedalen,18-29,1220,70,22,"0,057377","0,018033"
23,Jämtland,2361,Härjedalen,30-39,1098,97,27,"0,088342","0,024590"
23,Jämtland,2361,Härjedalen,40-49,1080,113,41,"0,104630","0,037963"
23,Jämtland,2361,Härjedalen,50-59,1338,199,64,"0,148729","0,047833"
23,Jämtland,2361,Härjedalen,60-69,1490,808,110,"0,542282","0,073826"
23,Jämtland,2361,Härjedalen,70-79,1402,1300,237,"0,927247","0,169044"
23,Jämtland,2361,Härjedalen,80-89,664,628,465,"0,945783","0,700301"
23,Jämtland,2361,Härjedalen,90 eller äldre,139,133,125,"0,956835","0,899281"
23,Jämtland,2380,Östersund,18-29,9743,690,69,"0,070820","0,007082"
23,Jämtland,2380,Östersund,30-39,8431,913,130,"0,108291","0,015419"
23,Jämtland,2380,Östersund,40-49,7653,862,166,"0,112636","0,021691"
23,Jämtland,2380,Östersund,50-59,7623,1007,190,"0,132100","0,024925"
23,Jämtland,2380,Östersund,60-69,7130,4210,398,"0,590463","0,055820"
23,Jämtland,2380,Östersund,70-79,6761,6111,934,"0,903860","0,138145"
23,Jämtland,2380,Östersund,80-89,2923,2705,1732,"0,925419","0,592542"
23,Jämtland,2380,Östersund,90 eller äldre,615,552,445,"0,897561","0,723577"
24,Västerbotten,2401,Nordmaling,18-29,827,100,47,"0,120919","0,056832"
24,Västerbotten,2401,Nordmaling,30-39,717,91,44,"0,126918","0,061367"
24,Västerbotten,2401,Nordmaling,40-49,814,108,49,"0,132678","0,060197"
24,Västerbotten,2401,Nordmaling,50-59,929,143,69,"0,153929","0,074273"
24,Västerbotten,2401,Nordmaling,60-69,967,404,95,"0,417787","0,098242"
24,Västerbotten,2401,Nordmaling,70-79,944,837,133,"0,886653","0,140890"
24,Västerbotten,2401,Nordmaling,80-89,458,428,260,"0,934498","0,567686"
24,Västerbotten,2401,Nordmaling,90 eller äldre,91,84,79,"0,923077","0,868132"
24,Västerbotten,2403,Bjurholm,18-29,303,27,14,"0,089109","0,046205"
24,Västerbotten,2403,Bjurholm,30-39,251,29,17,"0,115538","0,067729"
24,Västerbotten,2403,Bjurholm,40-49,224,29,20,"0,129464","0,089286"
24,Västerbotten,2403,Bjurholm,50-59,294,53,32,"0,180272","0,108844"
24,Västerbotten,2403,Bjurholm,60-69,309,116,25,"0,375405","0,080906"
24,Västerbotten,2403,Bjurholm,70-79,326,286,52,"0,877301","0,159509"
24,Västerbotten,2403,Bjurholm,80-89,172,165,127,"0,959302","0,738372"
24,Västerbotten,2403,Bjurholm,90 eller äldre,60,56,50,"0,933333","0,833333"
24,Västerbotten,2404,Vindeln,18-29,613,74,44,"0,120718","0,071778"
24,Västerbotten,2404,Vindeln,30-39,599,66,32,"0,110184","0,053422"
24,Västerbotten,2404,Vindeln,40-49,634,78,53,"0,123028","0,083596"
24,Västerbotten,2404,Vindeln,50-59,628,101,61,"0,160828","0,097134"
24,Västerbotten,2404,Vindeln,60-69,736,434,79,"0,589674","0,107337"
24,Västerbotten,2404,Vindeln,70-79,736,645,78,"0,876359","0,105978"
24,Västerbotten,2404,Vindeln,80-89,322,303,177,"0,940994","0,549689"
24,Västerbotten,2404,Vindeln,90 eller äldre,88,83,76,"0,943182","0,863636"
24,Västerbotten,2409,Robertsfors,18-29,716,66,21,"0,092179","0,029330"
24,Västerbotten,2409,Robertsfors,30-39,822,78,36,"0,094891","0,043796"
24,Västerbotten,2409,Robertsfors,40-49,700,77,32,"0,110000","0,045714"
24,Västerbotten,2409,Robertsfors,50-59,826,123,53,"0,148910","0,064165"
24,Västerbotten,2409,Robertsfors,60-69,1046,472,70,"0,451243","0,066922"
24,Västerbotten,2409,Robertsfors,70-79,835,760,82,"0,910180","0,098204"
24,Västerbotten,2409,Robertsfors,80-89,358,336,161,"0,938547","0,449721"
24,Västerbotten,2409,Robertsfors,90 eller äldre,85,84,71,"0,988235","0,835294"
24,Västerbotten,2417,Norsjö,18-29,417,29,18,"0,069544","0,043165"
24,Västerbotten,2417,Norsjö,30-39,416,41,32,"0,098558","0,076923"
24,Västerbotten,2417,Norsjö,40-49,390,44,32,"0,112821","0,082051"
24,Västerbotten,2417,Norsjö,50-59,532,82,53,"0,154135","0,099624"
24,Västerbotten,2417,Norsjö,60-69,609,241,60,"0,395731","0,098522"
24,Västerbotten,2417,Norsjö,70-79,522,474,83,"0,908046","0,159004"
24,Västerbotten,2417,Norsjö,80-89,250,239,193,"0,956000","0,772000"
24,Västerbotten,2417,Norsjö,90 eller äldre,55,52,51,"0,945455","0,927273"
24,Västerbotten,2418,Malå,18-29,371,49,40,"0,132075","0,107817"
24,Västerbotten,2418,Malå,30-39,286,39,35,"0,136364","0,122378"
24,Västerbotten,2418,Malå,40-49,300,35,33,"0,116667","0,110000"
24,Västerbotten,2418,Malå,50-59,386,68,64,"0,176166","0,165803"
24,Västerbotten,2418,Malå,60-69,469,146,50,"0,311301","0,106610"
24,Västerbotten,2418,Malå,70-79,393,361,169,"0,918575","0,430025"
24,Västerbotten,2418,Malå,80-89,192,188,186,"0,979167","0,968750"
24,Västerbotten,2418,Malå,90 eller äldre,34,34,32,"1,000000","0,941176"
24,Västerbotten,2421,Storuman,18-29,685,80,42,"0,116788","0,061314"
24,Västerbotten,2421,Storuman,30-39,584,65,46,"0,111301","0,078767"
24,Västerbotten,2421,Storuman,40-49,579,85,62,"0,146805","0,107081"
24,Västerbotten,2421,Storuman,50-59,812,117,86,"0,144089","0,105911"
24,Västerbotten,2421,Storuman,60-69,868,451,75,"0,519585","0,086406"
24,Västerbotten,2421,Storuman,70-79,786,731,185,"0,930025","0,235369"
24,Västerbotten,2421,Storuman,80-89,393,373,319,"0,949109","0,811705"
24,Västerbotten,2421,Storuman,90 eller äldre,87,79,77,"0,908046","0,885057"
24,Västerbotten,2422,Sorsele,18-29,262,34,24,"0,129771","0,091603"
24,Västerbotten,2422,Sorsele,30-39,257,36,33,"0,140078","0,128405"
24,Västerbotten,2422,Sorsele,40-49,234,27,22,"0,115385","0,094017"
24,Västerbotten,2422,Sorsele,50-59,354,52,42,"0,146893","0,118644"
24,Västerbotten,2422,Sorsele,60-69,367,195,47,"0,531335","0,128065"
24,Västerbotten,2422,Sorsele,70-79,313,279,70,"0,891374","0,223642"
24,Västerbotten,2422,Sorsele,80-89,193,186,170,"0,963731","0,880829"
24,Västerbotten,2422,Sorsele,90 eller äldre,34,31,30,"0,911765","0,882353"
24,Västerbotten,2425,Dorotea,18-29,252,21,18,"0,083333","0,071429"
24,Västerbotten,2425,Dorotea,30-39,249,27,23,"0,108434","0,092369"
24,Västerbotten,2425,Dorotea,40-49,247,33,33,"0,133603","0,133603"
24,Västerbotten,2425,Dorotea,50-59,295,48,34,"0,162712","0,115254"
24,Västerbotten,2425,Dorotea,60-69,423,176,34,"0,416076","0,080378"
24,Västerbotten,2425,Dorotea,70-79,362,274,38,"0,756906","0,104972"
24,Västerbotten,2425,Dorotea,80-89,199,193,93,"0,969849","0,467337"
24,Västerbotten,2425,Dorotea,90 eller äldre,50,50,48,"1,000000","0,960000"
24,Västerbotten,2460,Vännäs,18-29,1187,98,34,"0,082561","0,028644"
24,Västerbotten,2460,Vännäs,30-39,1171,125,60,"0,106746","0,051238"
24,Västerbotten,2460,Vännäs,40-49,1023,116,51,"0,113392","0,049853"
24,Västerbotten,2460,Vännäs,50-59,1084,130,49,"0,119926","0,045203"
24,Västerbotten,2460,Vännäs,60-69,1011,506,57,"0,500495","0,056380"
24,Västerbotten,2460,Vännäs,70-79,910,855,116,"0,939560","0,127473"
24,Västerbotten,2460,Vännäs,80-89,441,419,164,"0,950113","0,371882"
24,Västerbotten,2460,Vännäs,90 eller äldre,104,96,64,"0,923077","0,615385"
24,Västerbotten,2462,Vilhelmina,18-29,868,104,70,"0,119816","0,080645"
24,Västerbotten,2462,Vilhelmina,30-39,718,90,58,"0,125348","0,080780"
24,Västerbotten,2462,Vilhelmina,40-49,657,106,66,"0,161339","0,100457"
24,Västerbotten,2462,Vilhelmina,50-59,809,113,76,"0,139679","0,093943"
24,Västerbotten,2462,Vilhelmina,60-69,976,298,79,"0,305328","0,080943"
24,Västerbotten,2462,Vilhelmina,70-79,801,674,110,"0,841448","0,137328"
24,Västerbotten,2462,Vilhelmina,80-89,404,374,206,"0,925743","0,509901"
24,Västerbotten,2462,Vilhelmina,90 eller äldre,86,79,63,"0,918605","0,732558"
24,Västerbotten,2463,Åsele,18-29,334,57,32,"0,170659","0,095808"
24,Västerbotten,2463,Åsele,30-39,248,49,23,"0,197581","0,092742"
24,Västerbotten,2463,Åsele,40-49,304,65,40,"0,213816","0,131579"
24,Västerbotten,2463,Åsele,50-59,338,74,48,"0,218935","0,142012"
24,Västerbotten,2463,Åsele,60-69,438,160,48,"0,365297","0,109589"
24,Västerbotten,2463,Åsele,70-79,402,362,88,"0,900498","0,218905"
24,Västerbotten,2463,Åsele,80-89,195,180,144,"0,923077","0,738462"
24,Västerbotten,2463,Åsele,90 eller äldre,48,46,44,"0,958333","0,916667"
24,Västerbotten,2480,Umeå,18-29,26500,1620,499,"0,061132","0,018830"
24,Västerbotten,2480,Umeå,30-39,19242,1451,473,"0,075408","0,024582"
24,Västerbotten,2480,Umeå,40-49,15656,1326,441,"0,084696","0,028168"
24,Västerbotten,2480,Umeå,50-59,14148,1491,526,"0,105386","0,037178"
24,Västerbotten,2480,Umeå,60-69,12041,5805,583,"0,482103","0,048418"
24,Västerbotten,2480,Umeå,70-79,10749,9866,1619,"0,917853","0,150619"
24,Västerbotten,2480,Umeå,80-89,4584,4355,3236,"0,950044","0,705934"
24,Västerbotten,2480,Umeå,90 eller äldre,933,843,711,"0,903537","0,762058"
24,Västerbotten,2481,Lycksele,18-29,1651,248,70,"0,150212","0,042399"
24,Västerbotten,2481,Lycksele,30-39,1487,261,76,"0,175521","0,051110"
24,Västerbotten,2481,Lycksele,40-49,1243,236,56,"0,189863","0,045052"
24,Västerbotten,2481,Lycksele,50-59,1552,374,101,"0,240979","0,065077"
24,Västerbotten,2481,Lycksele,60-69,1584,919,133,"0,580177","0,083965"
24,Västerbotten,2481,Lycksele,70-79,1417,1303,252,"0,919548","0,177841"
24,Västerbotten,2481,Lycksele,80-89,707,646,474,"0,913720","0,670438"
24,Västerbotten,2481,Lycksele,90 eller äldre,143,130,82,"0,909091","0,573427"
24,Västerbotten,2482,Skellefteå,18-29,9712,780,288,"0,080313","0,029654"
24,Västerbotten,2482,Skellefteå,30-39,8514,795,365,"0,093376","0,042871"
24,Västerbotten,2482,Skellefteå,40-49,8696,831,365,"0,095561","0,041973"
24,Västerbotten,2482,Skellefteå,50-59,9206,1071,508,"0,116337","0,055181"
24,Västerbotten,2482,Skellefteå,60-69,9331,3483,545,"0,373272","0,058407"
24,Västerbotten,2482,Skellefteå,70-79,8227,7261,1043,"0,882582","0,126778"
24,Västerbotten,2482,Skellefteå,80-89,3953,3716,2402,"0,940046","0,607640"
24,Västerbotten,2482,Skellefteå,90 eller äldre,710,660,566,"0,929577","0,797183"
25,Norrbotten,2505,Arvidsjaur,18-29,749,61,38,"0,081442","0,050734"
25,Norrbotten,2505,Arvidsjaur,30-39,726,78,51,"0,107438","0,070248"
25,Norrbotten,2505,Arvidsjaur,40-49,623,82,62,"0,131621","0,099518"
25,Norrbotten,2505,Arvidsjaur,50-59,796,115,80,"0,144472","0,100503"
25,Norrbotten,2505,Arvidsjaur,60-69,854,486,96,"0,569087","0,112412"
25,Norrbotten,2505,Arvidsjaur,70-79,800,739,85,"0,923750","0,106250"
25,Norrbotten,2505,Arvidsjaur,80-89,406,392,232,"0,965517","0,571429"
25,Norrbotten,2505,Arvidsjaur,90 eller äldre,74,71,69,"0,959459","0,932432"
25,Norrbotten,2506,Arjeplog,18-29,307,46,20,"0,149837","0,065147"
25,Norrbotten,2506,Arjeplog,30-39,305,39,20,"0,127869","0,065574"
25,Norrbotten,2506,Arjeplog,40-49,271,32,17,"0,118081","0,062731"
25,Norrbotten,2506,Arjeplog,50-59,382,67,31,"0,175393","0,081152"
25,Norrbotten,2506,Arjeplog,60-69,418,284,38,"0,679426","0,090909"
25,Norrbotten,2506,Arjeplog,70-79,346,314,40,"0,907514","0,115607"
25,Norrbotten,2506,Arjeplog,80-89,202,187,152,"0,925743","0,752475"
25,Norrbotten,2506,Arjeplog,90 eller äldre,42,39,37,"0,928571","0,880952"
25,Norrbotten,2510,Jokkmokk,18-29,591,51,15,"0,086294","0,025381"
25,Norrbotten,2510,Jokkmokk,30-39,537,59,20,"0,109870","0,037244"
25,Norrbotten,2510,Jokkmokk,40-49,465,42,14,"0,090323","0,030108"
25,Norrbotten,2510,Jokkmokk,50-59,713,96,37,"0,134642","0,051893"
25,Norrbotten,2510,Jokkmokk,60-69,741,487,39,"0,657220","0,052632"
25,Norrbotten,2510,Jokkmokk,70-79,669,583,59,"0,871450","0,088191"
25,Norrbotten,2510,Jokkmokk,80-89,307,282,153,"0,918567","0,498371"
25,Norrbotten,2510,Jokkmokk,90 eller äldre,59,53,45,"0,898305","0,762712"
25,Norrbotten,2513,Överkalix,18-29,364,61,7,"0,167582","0,019231"
25,Norrbotten,2513,Överkalix,30-39,347,41,6,"0,118156","0,017291"
25,Norrbotten,2513,Överkalix,40-49,262,40,11,"0,152672","0,041985"
25,Norrbotten,2513,Överkalix,50-59,423,84,18,"0,198582","0,042553"
25,Norrbotten,2513,Överkalix,60-69,555,259,38,"0,466667","0,068468"
25,Norrbotten,2513,Överkalix,70-79,532,438,60,"0,823308","0,112782"
25,Norrbotten,2513,Överkalix,80-89,280,260,185,"0,928571","0,660714"
25,Norrbotten,2513,Överkalix,90 eller äldre,50,50,47,"1,000000","0,940000"
25,Norrbotten,2514,Kalix,18-29,1828,173,17,"0,094639","0,009300"
25,Norrbotten,2514,Kalix,30-39,1614,175,28,"0,108426","0,017348"
25,Norrbotten,2514,Kalix,40-49,1671,203,36,"0,121484","0,021544"
25,Norrbotten,2514,Kalix,50-59,2226,350,72,"0,157233","0,032345"
25,Norrbotten,2514,Kalix,60-69,2262,1425,128,"0,629973","0,056587"
25,Norrbotten,2514,Kalix,70-79,2196,2010,261,"0,915301","0,118852"
25,Norrbotten,2514,Kalix,80-89,1097,1015,661,"0,925251","0,602552"
25,Norrbotten,2514,Kalix,90 eller äldre,187,173,157,"0,925134","0,839572"
25,Norrbotten,2518,Övertorneå,18-29,440,55,.,"0,125000",.
25,Norrbotten,2518,Övertorneå,30-39,332,43,.,"0,129518",.
25,Norrbotten,2518,Övertorneå,40-49,362,67,11,"0,185083","0,030387"
25,Norrbotten,2518,Övertorneå,50-59,554,102,20,"0,184116","0,036101"
25,Norrbotten,2518,Övertorneå,60-69,794,456,47,"0,574307","0,059194"
25,Norrbotten,2518,Övertorneå,70-79,706,626,97,"0,886686","0,137394"
25,Norrbotten,2518,Övertorneå,80-89,336,315,223,"0,937500","0,663690"
25,Norrbotten,2518,Övertorneå,90 eller äldre,63,58,55,"0,920635","0,873016"
25,Norrbotten,2521,Pajala,18-29,654,63,11,"0,096330","0,016820"
25,Norrbotten,2521,Pajala,30-39,518,43,10,"0,083012","0,019305"
25,Norrbotten,2521,Pajala,40-49,502,69,13,"0,137450","0,025896"
25,Norrbotten,2521,Pajala,50-59,712,102,38,"0,143258","0,053371"
25,Norrbotten,2521,Pajala,60-69,1023,664,90,"0,649071","0,087977"
25,Norrbotten,2521,Pajala,70-79,947,858,113,"0,906019","0,119324"
25,Norrbotten,2521,Pajala,80-89,517,473,273,"0,914894","0,528046"
25,Norrbotten,2521,Pajala,90 eller äldre,66,53,50,"0,803030","0,757576"
25,Norrbotten,2523,Gällivare,18-29,2205,152,26,"0,068934","0,011791"
25,Norrbotten,2523,Gällivare,30-39,2231,193,38,"0,086508","0,017033"
25,Norrbotten,2523,Gällivare,40-49,1831,210,40,"0,114691","0,021846"
25,Norrbotten,2523,Gällivare,50-59,2362,371,95,"0,157070","0,040220"
25,Norrbotten,2523,Gällivare,60-69,2425,1515,134,"0,624742","0,055258"
25,Norrbotten,2523,Gällivare,70-79,1959,1675,306,"0,855028","0,156202"
25,Norrbotten,2523,Gällivare,80-89,1108,1021,700,"0,921480","0,631769"
25,Norrbotten,2523,Gällivare,90 eller äldre,209,192,169,"0,918660","0,808612"
25,Norrbotten,2560,Älvsbyn,18-29,1066,86,34,"0,080675","0,031895"
25,Norrbotten,2560,Älvsbyn,30-39,890,92,45,"0,103371","0,050562"
25,Norrbotten,2560,Älvsbyn,40-49,887,124,61,"0,139797","0,068771"
25,Norrbotten,2560,Älvsbyn,50-59,1027,159,85,"0,154820","0,082765"
25,Norrbotten,2560,Älvsbyn,60-69,1076,791,82,"0,735130","0,076208"
25,Norrbotten,2560,Älvsbyn,70-79,963,885,86,"0,919003","0,089304"
25,Norrbotten,2560,Älvsbyn,80-89,514,484,244,"0,941634","0,474708"
25,Norrbotten,2560,Älvsbyn,90 eller äldre,106,98,83,"0,924528","0,783019"
25,Norrbotten,2580,Luleå,18-29,13359,663,140,"0,049629","0,010480"
25,Norrbotten,2580,Luleå,30-39,9856,673,187,"0,068283","0,018973"
25,Norrbotten,2580,Luleå,40-49,9314,755,265,"0,081061","0,028452"
25,Norrbotten,2580,Luleå,50-59,10376,1123,369,"0,108231","0,035563"
25,Norrbotten,2580,Luleå,60-69,8747,5478,426,"0,626272","0,048702"
25,Norrbotten,2580,Luleå,70-79,7792,6957,672,"0,892839","0,086242"
25,Norrbotten,2580,Luleå,80-89,3656,3434,2143,"0,939278","0,586160"
25,Norrbotten,2580,Luleå,90 eller äldre,702,651,587,"0,927350","0,836182"
25,Norrbotten,2581,Piteå,18-29,5671,243,38,"0,042850","0,006701"
25,Norrbotten,2581,Piteå,30-39,5103,319,55,"0,062512","0,010778"
25,Norrbotten,2581,Piteå,40-49,5111,343,81,"0,067110","0,015848"
25,Norrbotten,2581,Piteå,50-59,5419,455,113,"0,083964","0,020853"
25,Norrbotten,2581,Piteå,60-69,5219,2488,155,"0,476720","0,029699"
25,Norrbotten,2581,Piteå,70-79,5026,4289,323,"0,853363","0,064266"
25,Norrbotten,2581,Piteå,80-89,2057,1913,1175,"0,929995","0,571220"
25,Norrbotten,2581,Piteå,90 eller äldre,363,330,291,"0,909091","0,801653"
25,Norrbotten,2582,Boden,18-29,3963,250,71,"0,063084","0,017916"
25,Norrbotten,2582,Boden,30-39,3271,286,100,"0,087435","0,030572"
25,Norrbotten,2582,Boden,40-49,3216,402,140,"0,125000","0,043532"
25,Norrbotten,2582,Boden,50-59,3550,565,194,"0,159155","0,054648"
25,Norrbotten,2582,Boden,60-69,3690,2276,232,"0,616802","0,062873"
25,Norrbotten,2582,Boden,70-79,3400,3055,383,"0,898529","0,112647"
25,Norrbotten,2582,Boden,80-89,1498,1399,985,"0,933912","0,657543"
