Vecka,Year,Region,AntalVaccinerade,AndelVaccinerade,Vaccinationsstatus
09,2021,Västra Götaland,106930,"0,077988",Minst 1 dos
09,2021,Västra Götaland,45859,"0,033447",Färdigvaccinerade
09,2021,Värmland,26071,"0,114471",Minst 1 dos
09,2021,Värmland,12721,"0,055854",Färdigvaccinerade
09,2021,Örebro,26886,"0,111295",Minst 1 dos
09,2021,Örebro,11803,"0,048859",Färdigvaccinerade
09,2021,Västmanland,23330,"0,106634",Minst 1 dos
09,2021,Västmanland,9819,"0,044880",Färdigvaccinerade
09,2021,Dalarna,20994,"0,091596",Minst 1 dos
09,2021,Dalarna,10464,"0,045654",Färdigvaccinerade
09,2021,Gävleborg,26183,"0,113860",Minst 1 dos
09,2021,Gävleborg,12577,"0,054693",Färdigvaccinerade
09,2021,Västernorrland,19635,"0,100428",Minst 1 dos
09,2021,Västernorrland,8988,"0,045971",Färdigvaccinerade
09,2021,Jämtland,12005,"0,114805",Minst 1 dos
09,2021,Jämtland,4281,"0,040939",Färdigvaccinerade
09,2021,Västerbotten,19531,"0,089395",Minst 1 dos
09,2021,Västerbotten,8637,"0,039532",Färdigvaccinerade
09,2021,Norrbotten,19167,"0,094263",Minst 1 dos
09,2021,Norrbotten,10517,"0,051722",Färdigvaccinerade
10,2021,| Sverige |,874064,"0,106725",Minst 1 dos
10,2021,| Sverige |,368435,"0,044987",Färdigvaccinerade
10,2021,Stockholm,139100,"0,074422",Minst 1 dos
10,2021,Stockholm,54611,"0,029218",Färdigvaccinerade
10,2021,Uppsala,29237,"0,095446",Minst 1 dos
10,2021,Uppsala,15440,"0,050405",Färdigvaccinerade
10,2021,Södermanland,34067,"0,145530",Minst 1 dos
10,2021,Södermanland,13488,"0,057619",Färdigvaccinerade
10,2021,Östergötland,45847,"0,123844",Minst 1 dos
10,2021,Östergötland,19518,"0,052723",Färdigvaccinerade
10,2021,Jönköping,37298,"0,130782",Minst 1 dos
10,2021,Jönköping,15254,"0,053487",Färdigvaccinerade
10,2021,Kronoberg,16860,"0,106604",Minst 1 dos
10,2021,Kronoberg,7786,"0,049230",Färdigvaccinerade
10,2021,Kalmar,29933,"0,151729",Minst 1 dos
10,2021,Kalmar,13888,"0,070397",Färdigvaccinerade
10,2021,Gotland,8541,"0,174157",Minst 1 dos
10,2021,Gotland,4860,"0,099099",Färdigvaccinerade
10,2021,Blekinge,17509,"0,137963",Minst 1 dos
10,2021,Blekinge,8749,"0,068938",Färdigvaccinerade
10,2021,Skåne,105814,"0,097111",Minst 1 dos
10,2021,Skåne,47249,"0,043363",Färdigvaccinerade
10,2021,Halland,31737,"0,120345",Minst 1 dos
10,2021,Halland,16408,"0,062218",Färdigvaccinerade
10,2021,Västra Götaland,136090,"0,099255",Minst 1 dos
10,2021,Västra Götaland,49966,"0,036442",Färdigvaccinerade
10,2021,Värmland,31626,"0,138861",Minst 1 dos
10,2021,Värmland,13853,"0,060825",Färdigvaccinerade
10,2021,Örebro,32285,"0,133644",Minst 1 dos
10,2021,Örebro,13815,"0,057187",Färdigvaccinerade
10,2021,Västmanland,28470,"0,130128",Minst 1 dos
10,2021,Västmanland,11392,"0,052069",Färdigvaccinerade
10,2021,Dalarna,27061,"0,118066",Minst 1 dos
10,2021,Dalarna,11453,"0,049969",Färdigvaccinerade
10,2021,Gävleborg,31205,"0,135699",Minst 1 dos
10,2021,Gävleborg,14224,"0,061855",Färdigvaccinerade
10,2021,Västernorrland,25849,"0,132210",Minst 1 dos
10,2021,Västernorrland,9655,"0,049383",Färdigvaccinerade
10,2021,Jämtland,14736,"0,140921",Minst 1 dos
10,2021,Jämtland,5313,"0,050809",Färdigvaccinerade
10,2021,Västerbotten,26104,"0,119480",Minst 1 dos
10,2021,Västerbotten,9872,"0,045185",Färdigvaccinerade
10,2021,Norrbotten,24695,"0,121449",Minst 1 dos
10,2021,Norrbotten,11641,"0,057250",Färdigvaccinerade
11,2021,| Sverige |,991096,"0,121015",Minst 1 dos
11,2021,| Sverige |,423122,"0,051664",Färdigvaccinerade
11,2021,Stockholm,163169,"0,087299",Minst 1 dos
11,2021,Stockholm,69242,"0,037046",Färdigvaccinerade
11,2021,Uppsala,33125,"0,108138",Minst 1 dos
11,2021,Uppsala,17734,"0,057894",Färdigvaccinerade
11,2021,Södermanland,39521,"0,168829",Minst 1 dos
11,2021,Södermanland,15239,"0,065099",Färdigvaccinerade
11,2021,Östergötland,53047,"0,143292",Minst 1 dos
11,2021,Östergötland,22987,"0,062093",Färdigvaccinerade
11,2021,Jönköping,40476,"0,141925",Minst 1 dos
11,2021,Jönköping,18600,"0,065219",Färdigvaccinerade
11,2021,Kronoberg,19226,"0,121564",Minst 1 dos
11,2021,Kronoberg,8590,"0,054314",Färdigvaccinerade
11,2021,Kalmar,32918,"0,166859",Minst 1 dos
11,2021,Kalmar,15117,"0,076627",Färdigvaccinerade
11,2021,Gotland,9951,"0,202908",Minst 1 dos
11,2021,Gotland,5138,"0,104767",Färdigvaccinerade
11,2021,Blekinge,18690,"0,147269",Minst 1 dos
11,2021,Blekinge,10090,"0,079505",Färdigvaccinerade
11,2021,Skåne,123457,"0,113303",Minst 1 dos
11,2021,Skåne,50318,"0,046179",Färdigvaccinerade
11,2021,Halland,35510,"0,134652",Minst 1 dos
11,2021,Halland,18966,"0,071918",Färdigvaccinerade
11,2021,Västra Götaland,150886,"0,110046",Minst 1 dos
11,2021,Västra Götaland,55895,"0,040766",Färdigvaccinerade
11,2021,Värmland,35775,"0,157078",Minst 1 dos
11,2021,Värmland,15755,"0,069176",Färdigvaccinerade
11,2021,Örebro,34846,"0,144246",Minst 1 dos
11,2021,Örebro,15157,"0,062743",Färdigvaccinerade
11,2021,Västmanland,32668,"0,149316",Minst 1 dos
11,2021,Västmanland,13241,"0,060521",Färdigvaccinerade
11,2021,Dalarna,30614,"0,133568",Minst 1 dos
11,2021,Dalarna,13541,"0,059079",Färdigvaccinerade
11,2021,Gävleborg,35942,"0,156298",Minst 1 dos
11,2021,Gävleborg,16385,"0,071252",Färdigvaccinerade
11,2021,Västernorrland,29060,"0,148634",Minst 1 dos
11,2021,Västernorrland,11476,"0,058697",Färdigvaccinerade
11,2021,Jämtland,16559,"0,158355",Minst 1 dos
11,2021,Jämtland,6616,"0,063269",Färdigvaccinerade
11,2021,Västerbotten,29822,"0,136498",Minst 1 dos
11,2021,Västerbotten,10329,"0,047277",Färdigvaccinerade
11,2021,Norrbotten,25834,"0,127051",Minst 1 dos
11,2021,Norrbotten,12706,"0,062488",Färdigvaccinerade
12,2021,| Sverige |,1118927,"0,136623",Minst 1 dos
12,2021,| Sverige |,489683,"0,059791",Färdigvaccinerade
12,2021,Stockholm,189516,"0,101395",Minst 1 dos
12,2021,Stockholm,81776,"0,043752",Färdigvaccinerade
12,2021,Uppsala,37447,"0,122248",Minst 1 dos
12,2021,Uppsala,19920,"0,065030",Färdigvaccinerade
12,2021,Södermanland,43187,"0,184490",Minst 1 dos
12,2021,Södermanland,19177,"0,081922",Färdigvaccinerade
12,2021,Östergötland,59922,"0,161863",Minst 1 dos
12,2021,Östergötland,26894,"0,072647",Färdigvaccinerade
12,2021,Jönköping,42963,"0,150646",Minst 1 dos
12,2021,Jönköping,22231,"0,077951",Färdigvaccinerade
12,2021,Kronoberg,22207,"0,140413",Minst 1 dos
12,2021,Kronoberg,10302,"0,065139",Färdigvaccinerade
12,2021,Kalmar,38150,"0,193380",Minst 1 dos
12,2021,Kalmar,15868,"0,080434",Färdigvaccinerade
12,2021,Gotland,10341,"0,210860",Minst 1 dos
12,2021,Gotland,5210,"0,106235",Färdigvaccinerade
12,2021,Blekinge,20112,"0,158473",Minst 1 dos
12,2021,Blekinge,11139,"0,087770",Färdigvaccinerade
12,2021,Skåne,141119,"0,129512",Minst 1 dos
12,2021,Skåne,56358,"0,051723",Färdigvaccinerade
12,2021,Halland,42552,"0,161355",Minst 1 dos
12,2021,Halland,20500,"0,077735",Färdigvaccinerade
12,2021,Västra Götaland,169861,"0,123885",Minst 1 dos
12,2021,Västra Götaland,63979,"0,046662",Färdigvaccinerade
12,2021,Värmland,40770,"0,179010",Minst 1 dos
12,2021,Värmland,18577,"0,081566",Färdigvaccinerade
12,2021,Örebro,38923,"0,161122",Minst 1 dos
12,2021,Örebro,17444,"0,072210",Färdigvaccinerade
12,2021,Västmanland,35906,"0,164115",Minst 1 dos
12,2021,Västmanland,16253,"0,074288",Färdigvaccinerade
12,2021,Dalarna,34142,"0,148960",Minst 1 dos
12,2021,Dalarna,15717,"0,068573",Färdigvaccinerade
12,2021,Gävleborg,41375,"0,179924",Minst 1 dos
12,2021,Gävleborg,19244,"0,083685",Färdigvaccinerade
12,2021,Västernorrland,29915,"0,153007",Minst 1 dos
12,2021,Västernorrland,14118,"0,072210",Färdigvaccinerade
12,2021,Jämtland,17960,"0,171753",Minst 1 dos
12,2021,Jämtland,7988,"0,076390",Färdigvaccinerade
12,2021,Västerbotten,32743,"0,149867",Minst 1 dos
12,2021,Västerbotten,13449,"0,061557",Färdigvaccinerade
12,2021,Norrbotten,29816,"0,146634",Minst 1 dos
12,2021,Norrbotten,13539,"0,066584",Färdigvaccinerade
13,2021,| Sverige |,1296495,"0,158304",Minst 1 dos
13,2021,| Sverige |,550273,"0,067189",Färdigvaccinerade
13,2021,Stockholm,219963,"0,117685",Minst 1 dos
13,2021,Stockholm,92122,"0,049287",Färdigvaccinerade
13,2021,Uppsala,41045,"0,133993",Minst 1 dos
13,2021,Uppsala,20918,"0,068288",Färdigvaccinerade
13,2021,Södermanland,48117,"0,205550",Minst 1 dos
13,2021,Södermanland,21559,"0,092097",Färdigvaccinerade
13,2021,Östergötland,68925,"0,186183",Minst 1 dos
13,2021,Östergötland,27931,"0,075448",Färdigvaccinerade
13,2021,Jönköping,52485,"0,184034",Minst 1 dos
13,2021,Jönköping,23337,"0,081829",Färdigvaccinerade
13,2021,Kronoberg,25801,"0,163137",Minst 1 dos
13,2021,Kronoberg,11006,"0,069590",Färdigvaccinerade
13,2021,Kalmar,42938,"0,217650",Minst 1 dos
13,2021,Kalmar,17429,"0,088347",Färdigvaccinerade
13,2021,Gotland,10793,"0,220077",Minst 1 dos
13,2021,Gotland,5236,"0,106766",Färdigvaccinerade
13,2021,Blekinge,23124,"0,182206",Minst 1 dos
13,2021,Blekinge,12140,"0,095658",Färdigvaccinerade
13,2021,Skåne,162451,"0,149090",Minst 1 dos
13,2021,Skåne,64610,"0,059296",Färdigvaccinerade
13,2021,Halland,47075,"0,178506",Minst 1 dos
13,2021,Halland,23760,"0,090097",Färdigvaccinerade
13,2021,Västra Götaland,194077,"0,141547",Minst 1 dos
13,2021,Västra Götaland,75983,"0,055417",Färdigvaccinerade
13,2021,Värmland,51193,"0,224774",Minst 1 dos
13,2021,Värmland,21236,"0,093241",Färdigvaccinerade
13,2021,Örebro,46496,"0,192471",Minst 1 dos
13,2021,Örebro,19985,"0,082728",Färdigvaccinerade
13,2021,Västmanland,41873,"0,191389",Minst 1 dos
13,2021,Västmanland,19541,"0,089316",Färdigvaccinerade
13,2021,Dalarna,43129,"0,188170",Minst 1 dos
13,2021,Dalarna,16044,"0,069999",Färdigvaccinerade
13,2021,Gävleborg,48192,"0,209569",Minst 1 dos
13,2021,Gävleborg,21787,"0,094743",Färdigvaccinerade
13,2021,Västernorrland,33036,"0,168970",Minst 1 dos
13,2021,Västernorrland,17358,"0,088781",Färdigvaccinerade
13,2021,Jämtland,21111,"0,201886",Minst 1 dos
13,2021,Jämtland,8037,"0,076858",Färdigvaccinerade
13,2021,Västerbotten,38387,"0,175700",Minst 1 dos
13,2021,Västerbotten,13828,"0,063292",Färdigvaccinerade
13,2021,Norrbotten,36284,"0,178444",Minst 1 dos
13,2021,Norrbotten,16426,"0,080783",Färdigvaccinerade
14,2021,| Sverige |,1533733,"0,187271",Minst 1 dos
14,2021,| Sverige |,634794,"0,077509",Färdigvaccinerade
14,2021,Stockholm,251568,"0,134595",Minst 1 dos
14,2021,Stockholm,106084,"0,056757",Färdigvaccinerade
14,2021,Uppsala,52455,"0,171242",Minst 1 dos
14,2021,Uppsala,21495,"0,070171",Färdigvaccinerade
14,2021,Södermanland,58088,"0,248145",Minst 1 dos
14,2021,Södermanland,24651,"0,105306",Färdigvaccinerade
14,2021,Östergötland,84317,"0,227760",Minst 1 dos
14,2021,Östergötland,29732,"0,080313",Färdigvaccinerade
14,2021,Jönköping,67417,"0,236392",Minst 1 dos
14,2021,Jönköping,23802,"0,083460",Färdigvaccinerade
14,2021,Kronoberg,32273,"0,204059",Minst 1 dos
14,2021,Kronoberg,12803,"0,080952",Färdigvaccinerade
14,2021,Kalmar,49525,"0,251039",Minst 1 dos
14,2021,Kalmar,21428,"0,108617",Färdigvaccinerade
14,2021,Gotland,13103,"0,267179",Minst 1 dos
14,2021,Gotland,5317,"0,108417",Färdigvaccinerade
14,2021,Blekinge,27888,"0,219745",Minst 1 dos
14,2021,Blekinge,13106,"0,103269",Färdigvaccinerade
14,2021,Skåne,189145,"0,173588",Minst 1 dos
14,2021,Skåne,79258,"0,072739",Färdigvaccinerade
14,2021,Halland,57106,"0,216544",Minst 1 dos
14,2021,Halland,27470,"0,104165",Färdigvaccinerade
14,2021,Västra Götaland,223368,"0,162910",Minst 1 dos
14,2021,Västra Götaland,94822,"0,069157",Färdigvaccinerade
14,2021,Värmland,62767,"0,275592",Minst 1 dos
14,2021,Värmland,24643,"0,108201",Färdigvaccinerade
14,2021,Örebro,54574,"0,225910",Minst 1 dos
14,2021,Örebro,22379,"0,092638",Färdigvaccinerade
14,2021,Västmanland,45266,"0,206897",Minst 1 dos
14,2021,Västmanland,23017,"0,105204",Färdigvaccinerade
14,2021,Dalarna,55773,"0,243336",Minst 1 dos
14,2021,Dalarna,16257,"0,070929",Färdigvaccinerade
14,2021,Gävleborg,56037,"0,243684",Minst 1 dos
14,2021,Gävleborg,25706,"0,111786",Färdigvaccinerade
14,2021,Västernorrland,40978,"0,209591",Minst 1 dos
14,2021,Västernorrland,19963,"0,102105",Färdigvaccinerade
14,2021,Jämtland,24393,"0,233272",Minst 1 dos
14,2021,Jämtland,8231,"0,078714",Färdigvaccinerade
14,2021,Västerbotten,43746,"0,200229",Minst 1 dos
14,2021,Västerbotten,17703,"0,081028",Färdigvaccinerade
14,2021,Norrbotten,43946,"0,216125",Minst 1 dos
14,2021,Norrbotten,16927,"0,083246",Färdigvaccinerade
15,2021,| Sverige |,1940387,"0,236925",Minst 1 dos
15,2021,| Sverige |,697388,"0,085152",Färdigvaccinerade
15,2021,Stockholm,327067,"0,174988",Minst 1 dos
15,2021,Stockholm,114938,"0,061494",Färdigvaccinerade
15,2021,Uppsala,64065,"0,209143",Minst 1 dos
15,2021,Uppsala,24867,"0,081180",Färdigvaccinerade
15,2021,Södermanland,68744,"0,293666",Minst 1 dos
15,2021,Södermanland,26238,"0,112086",Färdigvaccinerade
15,2021,Östergötland,106167,"0,286782",Minst 1 dos
15,2021,Östergötland,32332,"0,087336",Färdigvaccinerade
15,2021,Jönköping,83678,"0,293409",Minst 1 dos
15,2021,Jönköping,25022,"0,087737",Färdigvaccinerade
15,2021,Kronoberg,43534,"0,275262",Minst 1 dos
15,2021,Kronoberg,13537,"0,085593",Färdigvaccinerade
15,2021,Kalmar,62846,"0,318562",Minst 1 dos
15,2021,Kalmar,24376,"0,123560",Färdigvaccinerade
15,2021,Gotland,15278,"0,311529",Minst 1 dos
15,2021,Gotland,5385,"0,109804",Färdigvaccinerade
15,2021,Blekinge,35019,"0,275934",Minst 1 dos
15,2021,Blekinge,13314,"0,104908",Färdigvaccinerade
15,2021,Skåne,236075,"0,216658",Minst 1 dos
15,2021,Skåne,95295,"0,087457",Färdigvaccinerade
15,2021,Halland,71671,"0,271773",Minst 1 dos
15,2021,Halland,27884,"0,105735",Färdigvaccinerade
15,2021,Västra Götaland,282463,"0,206010",Minst 1 dos
15,2021,Västra Götaland,107129,"0,078133",Färdigvaccinerade
15,2021,Värmland,77482,"0,340202",Minst 1 dos
15,2021,Värmland,25181,"0,110563",Färdigvaccinerade
15,2021,Örebro,64494,"0,266974",Minst 1 dos
15,2021,Örebro,24405,"0,101025",Färdigvaccinerade
15,2021,Västmanland,60324,"0,275723",Minst 1 dos
15,2021,Västmanland,23408,"0,106991",Färdigvaccinerade
15,2021,Dalarna,71776,"0,313156",Minst 1 dos
15,2021,Dalarna,16556,"0,072233",Färdigvaccinerade
15,2021,Gävleborg,68577,"0,298215",Minst 1 dos
15,2021,Gävleborg,29193,"0,126949",Färdigvaccinerade
15,2021,Västernorrland,56574,"0,289360",Minst 1 dos
15,2021,Västernorrland,20904,"0,106918",Färdigvaccinerade
15,2021,Jämtland,31878,"0,304851",Minst 1 dos
15,2021,Jämtland,8370,"0,080043",Färdigvaccinerade
15,2021,Västerbotten,55557,"0,254289",Minst 1 dos
15,2021,Västerbotten,21223,"0,097139",Färdigvaccinerade
15,2021,Norrbotten,57118,"0,280905",Minst 1 dos
15,2021,Norrbotten,17831,"0,087692",Färdigvaccinerade
16,2021,| Sverige |,2315565,"0,282734",Minst 1 dos
16,2021,| Sverige |,733786,"0,089597",Färdigvaccinerade
16,2021,Stockholm,395955,"0,211845",Minst 1 dos
16,2021,Stockholm,119977,"0,064190",Färdigvaccinerade
16,2021,Uppsala,75117,"0,245223",Minst 1 dos
16,2021,Uppsala,28901,"0,094349",Färdigvaccinerade
16,2021,Södermanland,78615,"0,335834",Minst 1 dos
16,2021,Södermanland,27186,"0,116135",Färdigvaccinerade
16,2021,Östergötland,124186,"0,335456",Minst 1 dos
16,2021,Östergötland,35970,"0,097163",Färdigvaccinerade
16,2021,Jönköping,94532,"0,331468",Minst 1 dos
16,2021,Jönköping,27631,"0,096886",Färdigvaccinerade
16,2021,Kronoberg,51192,"0,323682",Minst 1 dos
16,2021,Kronoberg,13887,"0,087806",Färdigvaccinerade
16,2021,Kalmar,76549,"0,388022",Minst 1 dos
16,2021,Kalmar,24905,"0,126242",Färdigvaccinerade
16,2021,Gotland,16514,"0,336732",Minst 1 dos
16,2021,Gotland,6735,"0,137331",Färdigvaccinerade
16,2021,Blekinge,41854,"0,329790",Minst 1 dos
16,2021,Blekinge,13607,"0,107217",Färdigvaccinerade
16,2021,Skåne,290761,"0,266846",Minst 1 dos
16,2021,Skåne,97702,"0,089666",Färdigvaccinerade
16,2021,Halland,84564,"0,320663",Minst 1 dos
16,2021,Halland,28110,"0,106592",Färdigvaccinerade
16,2021,Västra Götaland,339793,"0,247822",Minst 1 dos
16,2021,Västra Götaland,109836,"0,080107",Färdigvaccinerade
16,2021,Värmland,89317,"0,392166",Minst 1 dos
16,2021,Värmland,25338,"0,111252",Färdigvaccinerade
16,2021,Örebro,77001,"0,318747",Minst 1 dos
16,2021,Örebro,27532,"0,113969",Färdigvaccinerade
16,2021,Västmanland,73081,"0,334031",Minst 1 dos
16,2021,Västmanland,23790,"0,108737",Färdigvaccinerade
16,2021,Dalarna,84332,"0,367937",Minst 1 dos
16,2021,Dalarna,18992,"0,082861",Färdigvaccinerade
16,2021,Gävleborg,79847,"0,347224",Minst 1 dos
16,2021,Gävleborg,32122,"0,139686",Färdigvaccinerade
16,2021,Västernorrland,68671,"0,351233",Minst 1 dos
16,2021,Västernorrland,21146,"0,108156",Färdigvaccinerade
16,2021,Jämtland,36019,"0,344452",Minst 1 dos
16,2021,Jämtland,10237,"0,097897",Färdigvaccinerade
16,2021,Västerbotten,67148,"0,307342",Minst 1 dos
16,2021,Västerbotten,22225,"0,101726",Färdigvaccinerade
16,2021,Norrbotten,70517,"0,346800",Minst 1 dos
16,2021,Norrbotten,17957,"0,088312",Färdigvaccinerade
17,2021,| Sverige |,2700117,"0,329689",Minst 1 dos
17,2021,| Sverige |,772112,"0,094276",Färdigvaccinerade
17,2021,Stockholm,504153,"0,269733",Minst 1 dos
17,2021,Stockholm,133283,"0,071309",Färdigvaccinerade
17,2021,Uppsala,93188,"0,304217",Minst 1 dos
17,2021,Uppsala,29216,"0,095377",Färdigvaccinerade
17,2021,Södermanland,91646,"0,391501",Minst 1 dos
17,2021,Södermanland,30074,"0,128473",Färdigvaccinerade
17,2021,Östergötland,141978,"0,383516",Minst 1 dos
17,2021,Östergötland,40309,"0,108884",Färdigvaccinerade
17,2021,Jönköping,108074,"0,378952",Minst 1 dos
17,2021,Jönköping,30603,"0,107307",Färdigvaccinerade
17,2021,Kronoberg,57162,"0,361430",Minst 1 dos
17,2021,Kronoberg,14144,"0,089431",Färdigvaccinerade
17,2021,Kalmar,86847,"0,440222",Minst 1 dos
17,2021,Kalmar,25266,"0,128072",Färdigvaccinerade
17,2021,Gotland,17559,"0,358040",Minst 1 dos
17,2021,Gotland,7901,"0,161107",Färdigvaccinerade
17,2021,Blekinge,46737,"0,368266",Minst 1 dos
17,2021,Blekinge,13761,"0,108430",Färdigvaccinerade
17,2021,Skåne,337261,"0,309522",Minst 1 dos
17,2021,Skåne,98978,"0,090837",Färdigvaccinerade
17,2021,Halland,93532,"0,354669",Minst 1 dos
17,2021,Halland,28251,"0,107127",Färdigvaccinerade
17,2021,Västra Götaland,388008,"0,282987",Minst 1 dos
17,2021,Västra Götaland,111408,"0,081254",Färdigvaccinerade
17,2021,Värmland,100498,"0,441259",Minst 1 dos
17,2021,Värmland,25675,"0,112732",Färdigvaccinerade
17,2021,Örebro,85325,"0,353204",Minst 1 dos
17,2021,Örebro,30050,"0,124393",Färdigvaccinerade
17,2021,Västmanland,83922,"0,383582",Minst 1 dos
17,2021,Västmanland,23941,"0,109427",Färdigvaccinerade
17,2021,Dalarna,94296,"0,411410",Minst 1 dos
17,2021,Dalarna,22216,"0,096928",Färdigvaccinerade
17,2021,Gävleborg,93034,"0,404570",Minst 1 dos
17,2021,Gävleborg,32814,"0,142696",Färdigvaccinerade
17,2021,Västernorrland,78180,"0,399869",Minst 1 dos
17,2021,Västernorrland,21448,"0,109701",Färdigvaccinerade
17,2021,Jämtland,40368,"0,386042",Minst 1 dos
17,2021,Jämtland,11769,"0,112548",Färdigvaccinerade
17,2021,Västerbotten,77995,"0,356989",Minst 1 dos
17,2021,Västerbotten,22853,"0,104600",Färdigvaccinerade
17,2021,Norrbotten,80354,"0,395178",Minst 1 dos
17,2021,Norrbotten,18152,"0,089271",Färdigvaccinerade
18,2021,| Sverige |,3036450,"0,370756",Minst 1 dos
18,2021,| Sverige |,888137,"0,108443",Färdigvaccinerade
18,2021,Stockholm,582633,"0,311722",Minst 1 dos
18,2021,Stockholm,153771,"0,082271",Färdigvaccinerade
18,2021,Uppsala,107589,"0,351230",Minst 1 dos
18,2021,Uppsala,29707,"0,096980",Färdigvaccinerade
18,2021,Södermanland,99294,"0,424172",Minst 1 dos
18,2021,Södermanland,32855,"0,140353",Färdigvaccinerade
18,2021,Östergötland,157062,"0,424261",Minst 1 dos
18,2021,Östergötland,48216,"0,130243",Färdigvaccinerade
18,2021,Jönköping,117818,"0,413118",Minst 1 dos
18,2021,Jönköping,33658,"0,118019",Färdigvaccinerade
18,2021,Kronoberg,62521,"0,395315",Minst 1 dos
18,2021,Kronoberg,17195,"0,108722",Färdigvaccinerade
18,2021,Kalmar,95182,"0,482472",Minst 1 dos
18,2021,Kalmar,30322,"0,153700",Färdigvaccinerade
18,2021,Gotland,19201,"0,391522",Minst 1 dos
18,2021,Gotland,8459,"0,172485",Färdigvaccinerade
18,2021,Blekinge,51507,"0,405851",Minst 1 dos
18,2021,Blekinge,14857,"0,117066",Färdigvaccinerade
18,2021,Skåne,374352,"0,343562",Minst 1 dos
18,2021,Skåne,113035,"0,103738",Färdigvaccinerade
18,2021,Halland,101365,"0,384372",Minst 1 dos
18,2021,Halland,35370,"0,134122",Färdigvaccinerade
18,2021,Västra Götaland,449566,"0,327884",Minst 1 dos
18,2021,Västra Götaland,133204,"0,097150",Färdigvaccinerade
18,2021,Värmland,108557,"0,476644",Minst 1 dos
18,2021,Värmland,30597,"0,134343",Färdigvaccinerade
18,2021,Örebro,97187,"0,402307",Minst 1 dos
18,2021,Örebro,32719,"0,135441",Färdigvaccinerade
18,2021,Västmanland,95343,"0,435784",Minst 1 dos
18,2021,Västmanland,27434,"0,125393",Färdigvaccinerade
18,2021,Dalarna,104702,"0,456811",Minst 1 dos
18,2021,Dalarna,26167,"0,114166",Färdigvaccinerade
18,2021,Gävleborg,105093,"0,457010",Minst 1 dos
18,2021,Gävleborg,34272,"0,149036",Färdigvaccinerade
18,2021,Västernorrland,88638,"0,453359",Minst 1 dos
18,2021,Västernorrland,22361,"0,114370",Färdigvaccinerade
18,2021,Jämtland,45932,"0,439251",Minst 1 dos
18,2021,Jämtland,14188,"0,135681",Färdigvaccinerade
18,2021,Västerbotten,85476,"0,391230",Minst 1 dos
18,2021,Västerbotten,27441,"0,125600",Färdigvaccinerade
18,2021,Norrbotten,87432,"0,429988",Minst 1 dos
18,2021,Norrbotten,22309,"0,109715",Färdigvaccinerade
19, 2021, | Sverige |, 3321495, "0,405560", Minst 1 dos
19, 2021, | Sverige |, 1024354, "0,125075", Färdigvaccinerade
19, 2021, Stockholm, 661230, "0,353773", Minst 1 dos
19, 2021, Stockholm, 177313, "0,094867", Färdigvaccinerade
19, 2021, Uppsala, 120564, "0,393587", Minst 1 dos
19, 2021, Uppsala, 33493, "0,109340", Färdigvaccinerade
19, 2021, Södermanland, 107778, "0,460415", Minst 1 dos
19, 2021, Södermanland, 35165, "0,150221", Färdigvaccinerade
19, 2021, Östergötland, 166595, "0,450012", Minst 1 dos
19, 2021, Östergötland, 58561, "0,158187", Färdigvaccinerade
19, 2021, Jönköping, 123807, "0,434118", Minst 1 dos
19, 2021, Jönköping, 42755, "0,149917", Färdigvaccinerade
19, 2021, Kronoberg, 67619, "0,427549", Minst 1 dos
19, 2021, Kronoberg, 20418, "0,129101", Färdigvaccinerade
19, 2021, Kalmar, 99711, "0,505429", Minst 1 dos
19, 2021, Kalmar, 36102, "0,182999", Färdigvaccinerade
19, 2021, Gotland, 20567, "0,419375", Minst 1 dos
19, 2021, Gotland, 9257, "0,188757", Färdigvaccinerade
19, 2021, Blekinge, 56402, "0,444422", Minst 1 dos
19, 2021, Blekinge, 17536, "0,138176", Färdigvaccinerade
19, 2021, Skåne, 398113, "0,365369", Minst 1 dos
19, 2021, Skåne, 126523, "0,116117", Färdigvaccinerade
19, 2021, Halland, 110542, "0,419171", Minst 1 dos
19, 2021, Halland, 37557, "0,142415", Färdigvaccinerade
19, 2021, Västra Götaland, 508892, "0,371152", Minst 1 dos
19, 2021, Västra Götaland, 149591, "0,109102", Färdigvaccinerade
19, 2021, Värmland, 114316, "0,501930", Minst 1 dos
19, 2021, Värmland, 36439, "0,159994", Färdigvaccinerade
19, 2021, Örebro, 105218, "0,435552", Minst 1 dos
19, 2021, Örebro, 39039, "0,161603", Färdigvaccinerade
19, 2021, Västmanland, 103792, "0,474402", Minst 1 dos
19, 2021, Västmanland, 31307, "0,143095", Färdigvaccinerade
19, 2021, Dalarna, 110677, "0,482880", Minst 1 dos
19, 2021, Dalarna, 34784, "0,151761", Färdigvaccinerade
19, 2021, Gävleborg, 116173, "0,505192", Minst 1 dos
19, 2021, Gävleborg, 36774, "0,159916", Färdigvaccinerade
19, 2021, Västernorrland, 94359, "0,482620", Minst 1 dos
19, 2021, Västernorrland, 26156, "0,133781", Färdigvaccinerade
19, 2021, Jämtland, 49018, "0,468762", Minst 1 dos
19, 2021, Jämtland, 16963, "0,162218", Färdigvaccinerade
19, 2021, Västerbotten, 93984, "0,430172", Minst 1 dos
19, 2021, Västerbotten, 30340, "0,138869", Färdigvaccinerade
19, 2021, Norrbotten, 92138, "0,453132", Minst 1 dos
19, 2021, Norrbotten, 28281, "0,139085", Färdigvaccinerade
