Vecka,Year,Region,AntalVaccinerade,AndelVaccinerade,Vaccinationsstatus
20, 2021, | Sverige |, 3589394, "0,438271", Minst 1 dos
20, 2021, | Sverige |, 1240148, "0,151424", Färdigvaccinerade
20, 2021, Stockholm, 744000, "0,398057", Minst 1 dos
20, 2021, Stockholm, 209974, "0,112341", Färdigvaccinerade
20, 2021, Uppsala, 129423, "0,422508", Minst 1 dos
20, 2021, Uppsala, 42505, "0,138760", Färdigvaccinerade
20, 2021, Södermanland, 113271, "0,483880", Minst 1 dos
20, 2021, Södermanland, 45902, "0,196088", Färdigvaccinerade
20, 2021, Östergötland, 175403, "0,473805", Minst 1 dos
20, 2021, Östergötland, 72840, "0,196758", Färdigvaccinerade
20, 2021, Jönköping, 126591, "0,443880", Minst 1 dos
20, 2021, Jönköping, 56929, "0,199616", Färdigvaccinerade
20, 2021, Kronoberg, 71999, "0,455243", Minst 1 dos
20, 2021, Kronoberg, 25050, "0,158389", Färdigvaccinerade
20, 2021, Kalmar, 103377, "0,524012", Minst 1 dos
20, 2021, Kalmar, 43880, "0,222425", Färdigvaccinerade
20, 2021, Gotland, 22141, "0,451470", Minst 1 dos
20, 2021, Gotland, 11009, "0,224481", Färdigvaccinerade
20, 2021, Blekinge, 60995, "0,480612", Minst 1 dos
20, 2021, Blekinge, 23121, "0,182183", Färdigvaccinerade
20, 2021, Skåne, 440665, "0,404421", Minst 1 dos
20, 2021, Skåne, 151434, "0,138979", Färdigvaccinerade
20, 2021, Halland, 117792, "0,446662", Minst 1 dos
20, 2021, Halland, 46328, "0,175674", Färdigvaccinerade
20, 2021, Västra Götaland, 559825, "0,408299", Minst 1 dos
20, 2021, Västra Götaland, 169133, "0,123354", Färdigvaccinerade
20, 2021, Värmland, 116406, "0,511106", Minst 1 dos
20, 2021, Värmland, 49625, "0,217890", Färdigvaccinerade
20, 2021, Örebro, 112728, "0,466640", Minst 1 dos
20, 2021, Örebro, 45253, "0,187326", Färdigvaccinerade
20, 2021, Västmanland, 108617, "0,496455", Minst 1 dos
20, 2021, Västmanland, 34430, "0,157369", Färdigvaccinerade
20, 2021, Dalarna, 115184, "0,502544", Minst 1 dos
20, 2021, Dalarna, 45710, "0,199431", Färdigvaccinerade
20, 2021, Gävleborg, 123224, "0,535854", Minst 1 dos
20, 2021, Gävleborg, 43855, "0,190709", Färdigvaccinerade
20, 2021, Västernorrland, 96554, "0,493847", Minst 1 dos
20, 2021, Västernorrland, 32646, "0,166975", Färdigvaccinerade
20, 2021, Jämtland, 52072, "0,497968", Minst 1 dos
20, 2021, Jämtland, 20504, "0,196081", Färdigvaccinerade
20, 2021, Västerbotten, 101076, "0,462633", Minst 1 dos
20, 2021, Västerbotten, 34522, "0,158010", Färdigvaccinerade
20, 2021, Norrbotten, 98051, "0,482212", Minst 1 dos
20, 2021, Norrbotten, 35498, "0,174578", Färdigvaccinerade
21, 2021, | Sverige |, 3744353, "0,457192", Minst 1 dos
21, 2021, | Sverige |, 1516321, "0,185145", Färdigvaccinerade
21, 2021, Stockholm, 796414, "0,426100", Minst 1 dos
21, 2021, Stockholm, 258949, "0,138544", Färdigvaccinerade
21, 2021, Uppsala, 138324, "0,451566", Minst 1 dos
21, 2021, Uppsala, 51224, "0,167223", Färdigvaccinerade
21, 2021, Södermanland, 119305, "0,509657", Minst 1 dos
21, 2021, Södermanland, 56294, "0,240481", Färdigvaccinerade
21, 2021, Östergötland, 182659, "0,493405", Minst 1 dos
21, 2021, Östergötland, 85199, "0,230143", Färdigvaccinerade
21, 2021, Jönköping, 130464, "0,457460", Minst 1 dos
21, 2021, Jönköping, 69099, "0,242289", Färdigvaccinerade
21, 2021, Kronoberg, 73633, "0,465575", Minst 1 dos
21, 2021, Kronoberg, 31899, "0,201695", Färdigvaccinerade
21, 2021, Kalmar, 106196, "0,538301", Minst 1 dos
21, 2021, Kalmar, 50875, "0,257882", Färdigvaccinerade
21, 2021, Gotland, 22947, "0,467905", Minst 1 dos
21, 2021, Gotland, 12664, "0,258228", Färdigvaccinerade
21, 2021, Blekinge, 66004, "0,520081", Minst 1 dos
21, 2021, Blekinge, 28701, "0,226151", Färdigvaccinerade
21, 2021, Skåne, 455885, "0,418389", Minst 1 dos
21, 2021, Skåne, 180001, "0,165196", Färdigvaccinerade
21, 2021, Halland, 124946, "0,473790", Minst 1 dos
21, 2021, Halland, 56753, "0,215205", Färdigvaccinerade
21, 2021, Västra Götaland, 577687, "0,421326", Minst 1 dos
21, 2021, Västra Götaland, 213666, "0,155834", Färdigvaccinerade
21, 2021, Värmland, 119643, "0,525319", Minst 1 dos
21, 2021, Värmland, 57712, "0,253397", Färdigvaccinerade
21, 2021, Örebro, 119784, "0,495848", Minst 1 dos
21, 2021, Örebro, 53466, "0,221323", Färdigvaccinerade
21, 2021, Västmanland, 109960, "0,502594", Minst 1 dos
21, 2021, Västmanland, 45775, "0,209224", Färdigvaccinerade
21, 2021, Dalarna, 119662, "0,522081", Minst 1 dos
21, 2021, Dalarna, 55356, "0,241516", Färdigvaccinerade
21, 2021, Gävleborg, 125778, "0,546961", Minst 1 dos
21, 2021, Gävleborg, 53607, "0,233116", Färdigvaccinerade
21, 2021, Västernorrland, 98521, "0,503908", Minst 1 dos
21, 2021, Västernorrland, 43169, "0,220797", Färdigvaccinerade
21, 2021, Jämtland, 52925, "0,506125", Minst 1 dos
21, 2021, Jämtland, 26022, "0,248850", Färdigvaccinerade
21, 2021, Västerbotten, 104937, "0,480305", Minst 1 dos
21, 2021, Västerbotten, 41107, "0,188150", Färdigvaccinerade
21, 2021, Norrbotten, 98679, "0,485300", Minst 1 dos
21, 2021, Norrbotten, 44783, "0,220241", Färdigvaccinerade
22, 2021, | Sverige |, 3966898, "0,484365", Minst 1 dos
22, 2021, | Sverige |, 1877844, "0,229288", Färdigvaccinerade
22, 2021, Stockholm, 856537, "0,458267", Minst 1 dos
22, 2021, Stockholm, 332402, "0,177843", Färdigvaccinerade
22, 2021, Uppsala, 160634, "0,524398", Minst 1 dos
22, 2021, Uppsala, 61208, "0,199817", Färdigvaccinerade
22, 2021, Södermanland, 126935, "0,542251", Minst 1 dos
22, 2021, Södermanland, 68560, "0,292880", Färdigvaccinerade
22, 2021, Östergötland, 191771, "0,518019", Minst 1 dos
22, 2021, Östergötland, 104539, "0,282384", Färdigvaccinerade
22, 2021, Jönköping, 140228, "0,491697", Minst 1 dos
22, 2021, Jönköping, 79585, "0,279058", Färdigvaccinerade
22, 2021, Kronoberg, 75198, "0,475470", Minst 1 dos
22, 2021, Kronoberg, 39383, "0,249015", Färdigvaccinerade
22, 2021, Kalmar, 110359, "0,559403", Minst 1 dos
22, 2021, Kalmar, 63145, "0,320078", Färdigvaccinerade
22, 2021, Gotland, 24718, "0,504017", Minst 1 dos
22, 2021, Gotland, 13351, "0,272236", Färdigvaccinerade
22, 2021, Blekinge, 70637, "0,556587", Minst 1 dos
22, 2021, Blekinge, 32765, "0,258173", Färdigvaccinerade
22, 2021, Skåne, 483632, "0,443854", Minst 1 dos
22, 2021, Skåne, 223620, "0,205228", Färdigvaccinerade
22, 2021, Halland, 132989, "0,504289", Minst 1 dos
22, 2021, Halland, 68062, "0,258088", Färdigvaccinerade
22, 2021, Västra Götaland, 599697, "0,437379", Minst 1 dos
22, 2021, Västra Götaland, 268017, "0,195474", Färdigvaccinerade
22, 2021, Värmland, 125513, "0,551093", Minst 1 dos
22, 2021, Värmland, 76572, "0,336206", Färdigvaccinerade
22, 2021, Örebro, 125810, "0,520793", Minst 1 dos
22, 2021, Örebro, 66179, "0,273949", Färdigvaccinerade
22, 2021, Västmanland, 115520, "0,528007", Minst 1 dos
22, 2021, Västmanland, 58284, "0,266399", Färdigvaccinerade
22, 2021, Dalarna, 124088, "0,541391", Minst 1 dos
22, 2021, Dalarna, 67111, "0,292803", Färdigvaccinerade
22, 2021, Gävleborg, 134658, "0,585576", Minst 1 dos
22, 2021, Gävleborg, 63399, "0,275698", Färdigvaccinerade
22, 2021, Västernorrland, 101830, "0,520832", Minst 1 dos
22, 2021, Västernorrland, 55609, "0,284425", Färdigvaccinerade
22, 2021, Jämtland, 56400, "0,539357", Minst 1 dos
22, 2021, Jämtland, 28061, "0,268349", Färdigvaccinerade
22, 2021, Västerbotten, 109860, "0,502838", Minst 1 dos
22, 2021, Västerbotten, 50737, "0,232227", Färdigvaccinerade
22, 2021, Norrbotten, 99884, "0,491226", Minst 1 dos
22, 2021, Norrbotten, 57255, "0,281578", Färdigvaccinerade
23, 2021, | Sverige |, 4208150, "0,513822", Minst 1 dos
23, 2021, | Sverige |, 2258620, "0,275781", Färdigvaccinerade
23, 2021, Stockholm, 907129, "0,485335", Minst 1 dos
23, 2021, Stockholm, 396326, "0,212043", Färdigvaccinerade
23, 2021, Uppsala, 172899, "0,564437", Minst 1 dos
23, 2021, Uppsala, 78733, "0,257028", Färdigvaccinerade
23, 2021, Södermanland, 135605, "0,579288", Minst 1 dos
23, 2021, Södermanland, 84478, "0,360880", Färdigvaccinerade
23, 2021, Östergötland, 202563, "0,547170", Minst 1 dos
23, 2021, Östergötland, 124747, "0,336971", Färdigvaccinerade
23, 2021, Jönköping, 148138, "0,519433", Minst 1 dos
23, 2021, Jönköping, 95088, "0,333417", Färdigvaccinerade
23, 2021, Kronoberg, 80041, "0,506092", Minst 1 dos
23, 2021, Kronoberg, 47985, "0,303405", Färdigvaccinerade
23, 2021, Kalmar, 114367, "0,579719", Minst 1 dos
23, 2021, Kalmar, 73919, "0,374691", Färdigvaccinerade
23, 2021, Gotland, 26891, "0,548326", Minst 1 dos
23, 2021, Gotland, 14743, "0,300620", Färdigvaccinerade
23, 2021, Blekinge, 75790, "0,597190", Minst 1 dos
23, 2021, Blekinge, 37134, "0,292599", Färdigvaccinerade
23, 2021, Skåne, 510894, "0,468874", Minst 1 dos
23, 2021, Skåne, 266980, "0,245021", Färdigvaccinerade
23, 2021, Halland, 142308, "0,539626", Minst 1 dos
23, 2021, Halland, 81491, "0,309010", Färdigvaccinerade
23, 2021, Västra Götaland, 640732, "0,467307", Minst 1 dos
23, 2021, Västra Götaland, 332093, "0,242207", Färdigvaccinerade
23, 2021, Värmland, 130445, "0,572748", Minst 1 dos
23, 2021, Värmland, 90465, "0,397207", Färdigvaccinerade
23, 2021, Örebro, 138094, "0,571643", Minst 1 dos
23, 2021, Örebro, 77486, "0,320755", Färdigvaccinerade
23, 2021, Västmanland, 119631, "0,546797", Minst 1 dos
23, 2021, Västmanland, 69914, "0,319556", Färdigvaccinerade
23, 2021, Dalarna, 130919, "0,571195", Minst 1 dos
23, 2021, Dalarna, 79305, "0,346005", Färdigvaccinerade
23, 2021, Gävleborg, 140652, "0,611642", Minst 1 dos
23, 2021, Gävleborg, 74469, "0,323837", Färdigvaccinerade
23, 2021, Västernorrland, 109383, "0,559464", Minst 1 dos
23, 2021, Västernorrland, 69048, "0,353161", Färdigvaccinerade
23, 2021, Jämtland, 59289, "0,566984", Minst 1 dos
23, 2021, Jämtland, 33098, "0,316518", Färdigvaccinerade
23, 2021, Västerbotten, 115829, "0,530158", Minst 1 dos
23, 2021, Västerbotten, 61980, "0,283687", Färdigvaccinerade
23, 2021, Norrbotten, 106551, "0,524014", Minst 1 dos
23, 2021, Norrbotten, 69138, "0,340018", Färdigvaccinerade
24, 2021, | Sverige |, 4485632, "0,547703", Minst 1 dos
24, 2021, | Sverige |, 2699546, "0,329619", Färdigvaccinerade
24, 2021, Stockholm, 954646, "0,510757", Minst 1 dos
24, 2021, Stockholm, 472529, "0,252814", Färdigvaccinerade
24, 2021, Uppsala, 184524, "0,602388", Minst 1 dos
24, 2021, Uppsala, 95404, "0,311451", Färdigvaccinerade
24, 2021, Södermanland, 145688, "0,622362", Minst 1 dos
24, 2021, Södermanland, 94057, "0,401800", Färdigvaccinerade
24, 2021, Östergötland, 217752, "0,588199", Minst 1 dos
24, 2021, Östergötland, 144149, "0,389380", Färdigvaccinerade
24, 2021, Jönköping, 157233, "0,551323", Minst 1 dos
24, 2021, Jönköping, 109237, "0,383030", Färdigvaccinerade
24, 2021, Kronoberg, 85608, "0,541292", Minst 1 dos
24, 2021, Kronoberg, 58160, "0,367741", Färdigvaccinerade
24, 2021, Kalmar, 119685, "0,606676", Minst 1 dos
24, 2021, Kalmar, 83773, "0,424640", Färdigvaccinerade
24, 2021, Gotland, 28042, "0,571796", Minst 1 dos
24, 2021, Gotland, 17544, "0,357734", Färdigvaccinerade
24, 2021, Blekinge, 79927, "0,629788", Minst 1 dos
24, 2021, Blekinge, 43338, "0,341483", Färdigvaccinerade
24, 2021, Skåne, 559117, "0,513130", Minst 1 dos
24, 2021, Skåne, 334665, "0,307139", Färdigvaccinerade
24, 2021, Halland, 157800, "0,598371", Minst 1 dos
24, 2021, Halland, 93209, "0,353445", Färdigvaccinerade
24, 2021, Västra Götaland, 682171, "0,497530", Minst 1 dos
24, 2021, Västra Götaland, 406555, "0,296514", Färdigvaccinerade
24, 2021, Värmland, 138761, "0,609261", Minst 1 dos
24, 2021, Värmland, 105883, "0,464903", Färdigvaccinerade
24, 2021, Örebro, 146976, "0,608410", Minst 1 dos
24, 2021, Örebro, 91470, "0,378642", Färdigvaccinerade
24, 2021, Västmanland, 126778, "0,579464", Minst 1 dos
24, 2021, Västmanland, 83763, "0,382855", Färdigvaccinerade
24, 2021, Dalarna, 140564, "0,613276", Minst 1 dos
24, 2021, Dalarna, 94457, "0,412112", Färdigvaccinerade
24, 2021, Gävleborg, 147269, "0,640417", Minst 1 dos
24, 2021, Gävleborg, 87867, "0,382100", Färdigvaccinerade
24, 2021, Västernorrland, 113475, "0,580393", Minst 1 dos
24, 2021, Västernorrland, 85148, "0,435508", Färdigvaccinerade
24, 2021, Jämtland, 61367, "0,586857", Minst 1 dos
24, 2021, Jämtland, 39407, "0,376852", Färdigvaccinerade
24, 2021, Västerbotten, 123168, "0,563750", Minst 1 dos
24, 2021, Västerbotten, 77662, "0,355465", Färdigvaccinerade
24, 2021, Norrbotten, 115081, "0,565965", Minst 1 dos
24, 2021, Norrbotten, 81269, "0,399678", Färdigvaccinerade
25, 2021, | Sverige |, 4732089, "0,577796", Minst 1 dos
25, 2021, | Sverige |, 3004062, "0,366801", Färdigvaccinerade
25, 2021, Stockholm, 983018, "0,525937", Minst 1 dos
25, 2021, Stockholm, 516603, "0,276394", Färdigvaccinerade
25, 2021, Uppsala, 202143, "0,659906", Minst 1 dos
25, 2021, Uppsala, 109227, "0,356577", Färdigvaccinerade
25, 2021, Södermanland, 153476, "0,655631", Minst 1 dos
25, 2021, Södermanland, 100520, "0,429409", Färdigvaccinerade
25, 2021, Östergötland, 228844, "0,618161", Minst 1 dos
25, 2021, Östergötland, 164104, "0,443284", Färdigvaccinerade
25, 2021, Jönköping, 175428, "0,615122", Minst 1 dos
25, 2021, Jönköping, 118471, "0,415408", Färdigvaccinerade
25, 2021, Kronoberg, 89234, "0,564219", Minst 1 dos
25, 2021, Kronoberg, 65999, "0,417306", Färdigvaccinerade
25, 2021, Kalmar, 128017, "0,648910", Minst 1 dos
25, 2021, Kalmar, 93945, "0,476201", Färdigvaccinerade
25, 2021, Gotland, 28070, "0,572367", Minst 1 dos
25, 2021, Gotland, 19594, "0,399535", Färdigvaccinerade
25, 2021, Blekinge, 84466, "0,665553", Minst 1 dos
25, 2021, Blekinge, 50881, "0,400919", Färdigvaccinerade
25, 2021, Skåne, 595071, "0,546127", Minst 1 dos
25, 2021, Skåne, 371488, "0,340934", Färdigvaccinerade
25, 2021, Halland, 169596, "0,643101", Minst 1 dos
25, 2021, Halland, 106407, "0,403491", Färdigvaccinerade
25, 2021, Västra Götaland, 716938, "0,522887", Minst 1 dos
25, 2021, Västra Götaland, 461423, "0,336531", Färdigvaccinerade
25, 2021, Värmland, 149967, "0,658463", Minst 1 dos
25, 2021, Värmland, 112418, "0,493596", Färdigvaccinerade
25, 2021, Örebro, 155476, "0,643596", Minst 1 dos
25, 2021, Örebro, 101194, "0,418894", Färdigvaccinerade
25, 2021, Västmanland, 132534, "0,605773", Minst 1 dos
25, 2021, Västmanland, 96576, "0,441420", Färdigvaccinerade
25, 2021, Dalarna, 149330, "0,651521", Minst 1 dos
25, 2021, Dalarna, 102244, "0,446087", Färdigvaccinerade
25, 2021, Gävleborg, 154945, "0,673797", Minst 1 dos
25, 2021, Gävleborg, 99179, "0,431292", Färdigvaccinerade
25, 2021, Västernorrland, 119954, "0,613532", Minst 1 dos
25, 2021, Västernorrland, 91827, "0,469670", Färdigvaccinerade
25, 2021, Jämtland, 65136, "0,622900", Minst 1 dos
25, 2021, Jämtland, 44556, "0,426092", Färdigvaccinerade
25, 2021, Västerbotten, 127075, "0,581632", Minst 1 dos
25, 2021, Västerbotten, 88592, "0,405492", Färdigvaccinerade
25, 2021, Norrbotten, 123371, "0,606735", Minst 1 dos
25, 2021, Norrbotten, 88814, "0,436784", Färdigvaccinerade
26, 2021, | Sverige |, 5322256, "0,649857", Minst 1 dos
26, 2021, | Sverige |, 3450558, "0,421319", Färdigvaccinerade
26, 2021, Stockholm, 1135802, "0,607680", Minst 1 dos
26, 2021, Stockholm, 685904, "0,366974", Färdigvaccinerade
26, 2021, Uppsala, 225290, "0,735470", Minst 1 dos
26, 2021, Uppsala, 119966, "0,391635", Färdigvaccinerade
26, 2021, Södermanland, 164902, "0,704441", Minst 1 dos
26, 2021, Södermanland, 106074, "0,453135", Färdigvaccinerade
26, 2021, Östergötland, 254485, "0,687424", Minst 1 dos
26, 2021, Östergötland, 171610, "0,463559", Färdigvaccinerade
26, 2021, Jönköping, 194165, "0,680822", Minst 1 dos
26, 2021, Jönköping, 123630, "0,433497", Färdigvaccinerade
26, 2021, Kronoberg, 95467, "0,603629", Minst 1 dos
26, 2021, Kronoberg, 70639, "0,446644", Färdigvaccinerade
26, 2021, Kalmar, 140563, "0,712505", Minst 1 dos
26, 2021, Kalmar, 101112, "0,512530", Färdigvaccinerade
26, 2021, Gotland, 33469, "0,682456", Minst 1 dos
26, 2021, Gotland, 21790, "0,444313", Färdigvaccinerade
26, 2021, Blekinge, 90019, "0,709308", Minst 1 dos
26, 2021, Blekinge, 58114, "0,457911", Färdigvaccinerade
26, 2021, Skåne, 675653, "0,620081", Minst 1 dos
26, 2021, Skåne, 442627, "0,406221", Färdigvaccinerade
26, 2021, Halland, 186129, "0,705793", Minst 1 dos
26, 2021, Halland, 116500, "0,441763", Färdigvaccinerade
26, 2021, Västra Götaland, 826961, "0,603130", Minst 1 dos
26, 2021, Västra Götaland, 544341, "0,397006", Färdigvaccinerade
26, 2021, Värmland, 171857, "0,754576", Minst 1 dos
26, 2021, Värmland, 114689, "0,503567", Färdigvaccinerade
26, 2021, Örebro, 170842, "0,707204", Minst 1 dos
26, 2021, Örebro, 109663, "0,453952", Färdigvaccinerade
26, 2021, Västmanland, 145103, "0,663222", Minst 1 dos
26, 2021, Västmanland, 103901, "0,474900", Färdigvaccinerade
26, 2021, Dalarna, 165264, "0,721041", Minst 1 dos
26, 2021, Dalarna, 110136, "0,480519", Färdigvaccinerade
26, 2021, Gävleborg, 165248, "0,718601", Minst 1 dos
26, 2021, Gävleborg, 111139, "0,483301", Färdigvaccinerade
26, 2021, Västernorrland, 135520, "0,693147", Minst 1 dos
26, 2021, Västernorrland, 95066, "0,486236", Färdigvaccinerade
26, 2021, Jämtland, 70194, "0,671270", Minst 1 dos
26, 2021, Jämtland, 49748, "0,475743", Färdigvaccinerade
26, 2021, Västerbotten, 140773, "0,644329", Minst 1 dos
26, 2021, Västerbotten, 98835, "0,452376", Färdigvaccinerade
26, 2021, Norrbotten, 134550, "0,661713", Minst 1 dos
26, 2021, Norrbotten, 95074, "0,467571", Färdigvaccinerade
27, 2021, | Sverige |, 5692247, "0,695033", Minst 1 dos
27, 2021, | Sverige |, 3655506, "0,446344", Färdigvaccinerade
27, 2021, Stockholm, 1194955, "0,639328", Minst 1 dos
27, 2021, Stockholm, 752825, "0,402779", Färdigvaccinerade
27, 2021, Uppsala, 231560, "0,755939", Minst 1 dos
27, 2021, Uppsala, 133604, "0,436157", Färdigvaccinerade
27, 2021, Södermanland, 172098, "0,735182", Minst 1 dos
27, 2021, Södermanland, 111489, "0,476268", Färdigvaccinerade
27, 2021, Östergötland, 275573, "0,744388", Minst 1 dos
27, 2021, Östergötland, 173012, "0,467346", Färdigvaccinerade
27, 2021, Jönköping, 207168, "0,726416", Minst 1 dos
27, 2021, Jönköping, 126756, "0,444458", Färdigvaccinerade
27, 2021, Kronoberg, 104411, "0,660181", Minst 1 dos
27, 2021, Kronoberg, 72261, "0,456900", Färdigvaccinerade
27, 2021, Kalmar, 149112, "0,755839", Minst 1 dos
27, 2021, Kalmar, 104752, "0,530981", Färdigvaccinerade
27, 2021, Gotland, 36628, "0,746870", Minst 1 dos
27, 2021, Gotland, 22649, "0,461829", Färdigvaccinerade
27, 2021, Blekinge, 94609, "0,745475", Minst 1 dos
27, 2021, Blekinge, 64250, "0,506260", Färdigvaccinerade
27, 2021, Skåne, 733975, "0,673606", Minst 1 dos
27, 2021, Skåne, 473489, "0,434545", Färdigvaccinerade
27, 2021, Halland, 201185, "0,762885", Minst 1 dos
27, 2021, Halland, 118025, "0,447546", Färdigvaccinerade
27, 2021, Västra Götaland, 899650, "0,656145", Minst 1 dos
27, 2021, Västra Götaland, 582195, "0,424614", Färdigvaccinerade
27, 2021, Värmland, 185655, "0,815159", Minst 1 dos
27, 2021, Värmland, 115026, "0,505047", Färdigvaccinerade
27, 2021, Örebro, 184358, "0,763153", Minst 1 dos
27, 2021, Örebro, 115729, "0,479062", Färdigvaccinerade
27, 2021, Västmanland, 157741, "0,720986", Minst 1 dos
27, 2021, Västmanland, 106400, "0,486322", Färdigvaccinerade
27, 2021, Dalarna, 174439, "0,761071", Minst 1 dos
27, 2021, Dalarna, 118269, "0,516003", Färdigvaccinerade
27, 2021, Gävleborg, 173546, "0,754686", Minst 1 dos
27, 2021, Gävleborg, 117440, "0,510702", Färdigvaccinerade
27, 2021, Västernorrland, 147335, "0,753578", Minst 1 dos
27, 2021, Västernorrland, 97058, "0,496425", Färdigvaccinerade
27, 2021, Jämtland, 76496, "0,731536", Minst 1 dos
27, 2021, Jämtland, 50993, "0,487649", Färdigvaccinerade
27, 2021, Västerbotten, 146827, "0,672039", Minst 1 dos
27, 2021, Västerbotten, 102873, "0,470858", Färdigvaccinerade
27, 2021, Norrbotten, 144926, "0,712741", Minst 1 dos
27, 2021, Norrbotten, 96411, "0,474146", Färdigvaccinerade
28, 2021, | Sverige |, 6043536, "0,737926", Minst 1 dos
28, 2021, | Sverige |, 3823384, "0,466842", Färdigvaccinerade
28, 2021, Stockholm, 1280313, "0,684997", Minst 1 dos
28, 2021, Stockholm, 793290, "0,424428", Färdigvaccinerade
28, 2021, Uppsala, 241441, "0,788196", Minst 1 dos
28, 2021, Uppsala, 152980, "0,499411", Färdigvaccinerade
28, 2021, Södermanland, 179324, "0,766051", Minst 1 dos
28, 2021, Södermanland, 117658, "0,502621", Färdigvaccinerade
28, 2021, Östergötland, 289788, "0,782786", Minst 1 dos
28, 2021, Östergötland, 180808, "0,488405", Färdigvaccinerade
28, 2021, Jönköping, 211720, "0,742377", Minst 1 dos
28, 2021, Jönköping, 135890, "0,476486", Färdigvaccinerade
28, 2021, Kronoberg, 112323, "0,710208", Minst 1 dos
28, 2021, Kronoberg, 72918, "0,461054", Färdigvaccinerade
28, 2021, Kalmar, 157763, "0,799691", Minst 1 dos
28, 2021, Kalmar, 105257, "0,533541", Färdigvaccinerade
28, 2021, Gotland, 37933, "0,773480", Minst 1 dos
28, 2021, Gotland, 24286, "0,495208", Färdigvaccinerade
28, 2021, Blekinge, 98693, "0,777655", Minst 1 dos
28, 2021, Blekinge, 65359, "0,514999", Färdigvaccinerade
28, 2021, Skåne, 782785, "0,718402", Minst 1 dos
28, 2021, Skåne, 497439, "0,456525", Färdigvaccinerade
28, 2021, Halland, 208564, "0,790866", Minst 1 dos
28, 2021, Halland, 124314, "0,471393", Färdigvaccinerade
28, 2021, Västra Götaland, 970034, "0,707478", Minst 1 dos
28, 2021, Västra Götaland, 601293, "0,438543", Färdigvaccinerade
28, 2021, Värmland, 192691, "0,846053", Minst 1 dos
28, 2021, Värmland, 119218, "0,523453", Färdigvaccinerade
28, 2021, Örebro, 189996, "0,786492", Minst 1 dos
28, 2021, Örebro, 122953, "0,508966", Färdigvaccinerade
28, 2021, Västmanland, 167400, "0,765135", Minst 1 dos
28, 2021, Västmanland, 108913, "0,497808", Färdigvaccinerade
28, 2021, Dalarna, 182204, "0,794949", Minst 1 dos
28, 2021, Dalarna, 123795, "0,540113", Färdigvaccinerade
28, 2021, Gävleborg, 181147, "0,787740", Minst 1 dos
28, 2021, Gävleborg, 123077, "0,535215", Färdigvaccinerade
28, 2021, Västernorrland, 157788, "0,807042", Minst 1 dos
28, 2021, Västernorrland, 97645, "0,499427", Färdigvaccinerade
28, 2021, Jämtland, 80164, "0,766613", Minst 1 dos
28, 2021, Jämtland, 52703, "0,504002", Färdigvaccinerade
28, 2021, Västerbotten, 164711, "0,753895", Minst 1 dos
28, 2021, Västerbotten, 106209, "0,486127", Färdigvaccinerade
28, 2021, Norrbotten, 156754, "0,770911", Minst 1 dos
28, 2021, Norrbotten, 97379, "0,478907", Färdigvaccinerade
29, 2021, | Sverige |, 6272193, "0,765846", Minst 1 dos
29, 2021, | Sverige |, 4027059, "0,491711", Färdigvaccinerade
29, 2021, Stockholm, 1349587, "0,722060", Minst 1 dos
29, 2021, Stockholm, 841214, "0,450069", Färdigvaccinerade
29, 2021, Uppsala, 251333, "0,820489", Minst 1 dos
29, 2021, Uppsala, 163862, "0,534936", Färdigvaccinerade
29, 2021, Södermanland, 184765, "0,789294", Minst 1 dos
29, 2021, Södermanland, 125631, "0,536680", Färdigvaccinerade
29, 2021, Östergötland, 298997, "0,807661", Minst 1 dos
29, 2021, Östergötland, 189285, "0,511303", Färdigvaccinerade
29, 2021, Jönköping, 217781, "0,763629", Minst 1 dos
29, 2021, Jönköping, 143454, "0,503008", Färdigvaccinerade
29, 2021, Kronoberg, 117697, "0,744188", Minst 1 dos
29, 2021, Kronoberg, 74312, "0,469868", Färdigvaccinerade
29, 2021, Kalmar, 160561, "0,813874", Minst 1 dos
29, 2021, Kalmar, 109092, "0,552981", Färdigvaccinerade
29, 2021, Gotland, 38550, "0,786061", Minst 1 dos
29, 2021, Gotland, 26341, "0,537111", Färdigvaccinerade
29, 2021, Blekinge, 102024, "0,803902", Minst 1 dos
29, 2021, Blekinge, 69869, "0,550535", Färdigvaccinerade
29, 2021, Skåne, 807976, "0,741521", Minst 1 dos
29, 2021, Skåne, 530357, "0,486736", Färdigvaccinerade
29, 2021, Halland, 214364, "0,812859", Minst 1 dos
29, 2021, Halland, 132072, "0,500811", Färdigvaccinerade
29, 2021, Västra Götaland, 1012873, "0,738722", Minst 1 dos
29, 2021, Västra Götaland, 623333, "0,454618", Färdigvaccinerade
29, 2021, Värmland, 195332, "0,857648", Minst 1 dos
29, 2021, Värmland, 125407, "0,550627", Färdigvaccinerade
29, 2021, Örebro, 192703, "0,797698", Minst 1 dos
29, 2021, Örebro, 136141, "0,563558", Färdigvaccinerade
29, 2021, Västmanland, 171237, "0,782672", Minst 1 dos
29, 2021, Västmanland, 114293, "0,522399", Färdigvaccinerade
29, 2021, Dalarna, 187907, "0,819831", Minst 1 dos
29, 2021, Dalarna, 124645, "0,543822", Färdigvaccinerade
29, 2021, Gävleborg, 184376, "0,801781", Minst 1 dos
29, 2021, Gävleborg, 131847, "0,573353", Färdigvaccinerade
29, 2021, Västernorrland, 161972, "0,828442", Minst 1 dos
29, 2021, Västernorrland, 100586, "0,514470", Färdigvaccinerade
